#OTU ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
20bd538f537d0bac823e37c6a5ee460b	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
2518dd0247fda735506786c22ad01b90	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
42b427ac622f5e94f4f7f5ae7e214dff	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
5c78df2dd11b971267cd317014f5d692	k__Bacteria	Tenericutes	 c__Mollicutes	 o__RF39	 f__	 g__	 s__
94a8abb548d015b773eb15b46c5daf02	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	 s__veronii
46360d1c1559e9a975dd8d6cdecc8daf	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
4dc430c23d81387adf17cfea7baa3b10	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
f67eb2490d10d3b5e63708b6831db1f4	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	 s__pseudoalcaligenes
533fe19d12d48b6d4cbe84f697f5dbb7	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
cc77264070d2000f68521d96da1dd4d6	k__Bacteria	Proteobacteria	 c__Alphaproteobacteria	 o__RF32	 f__	 g__	 s__
69d761c6b8621273f935b14680695e2e	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
efaee2ba7fe65752f3e0ff00b9695284	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
48eba04a4c6ea4f83699ebdc7a48b4dd	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
115a64008e6d49368ab1fa5f6c84e5df	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
7cebeaa2d83ee4352865c038085652c2	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__	 s__
24c876ef34af41ba90521d2348099d7c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
ce10674f4df292c0286e43268187cbeb	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
ed1b6b7fffbf0efa7f9b75b178510954	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
0db21076d3d2b935599d211da69f6773	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	 s__citroniae
c23a55ffc930bbdfbffb838cc63c3c06	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__[Mogibacteriaceae]	 g__	 s__
d149cc7b3ca9038d01a812854811fd38	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
ee3ec613cfcb6e74ad505dc202277eea	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
ab37861a579863cd2498da8b71927083	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
1723b9efe361f6d6916b068af3fb9337	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
80e8dda2adc5a58a9c93b6d4d3dc6844	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
929805da29bce3a9838d81700d0a5770	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	 s__hathewayi
c5939958112c8c595827435675cb7e1d	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
d44dddcaae9bdd8e9e2748d0d25b3386	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
fc7fe8a11f8601769081bf1e9a67fc5a	k__Bacteria	Proteobacteria	 c__Deltaproteobacteria	 o__Desulfovibrionales	 f__Desulfovibrionaceae	 g__Bilophila	 s__
5cba7b58b6db042a8d764b6862931954	k__Bacteria	Verrucomicrobia	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Verrucomicrobiaceae	 g__Akkermansia	 s__
13d745858f32097441203632ba2ce081	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
7cefbd84096550f928dc50f3213dc415	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
7ea7694666ce4886401b8fa0da972334	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
6c029f41c973b28f9573eb2977583452	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
61b73be75521496d4198f7e56f0a0726	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Dorea	 s__
0c2bf7abdec5609a6ddacef01857b604	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
1cff266692eeb22c266d2d026b09ca0a	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Gemmiger	 s__formicilis
4127ed1a1e8f9dac46c2895299b26505	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__Serratia	 s__
753e95e0f25adeffe00ef1b0b2163738	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
9a2bcfc9c1a7db175b04dc33ded04235	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	 s__citroniae
b9118c22281dc72a1b9e452ea85d6f1a	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__[Eubacterium]	 s__dolichum
2308b53db4f4caf13a0fb04c4a1b3baa	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
536633e2ed49f97eee217b5b0e9b1b37	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	
995d6223e82b40fe8e16f30880f8d15c	k__Bacteria	Proteobacteria	 c__Deltaproteobacteria	 o__Desulfovibrionales	 f__Desulfovibrionaceae	 g__Desulfovibrio	 s__
0f45b96953db5b0b58e2138aee3ed697	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
d2e9260763d42ee5577341baa9574ac3	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
7b9d62916a70e7b5aec4172ffc5c62f0	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
d5ffad6454efa123e62945a3c3acc4b5	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
f56e0fc828f43200212ea07749d973d7	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__	 s__
f59c9661f4e154b8d6eadff955089368	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
5319056937d09195de49019547148d9d	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
4bd481715b3f7d0116fc6629c7f0e02c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
d30c0f6c5d3b2554b4f31c1d43e833dd	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Lachnospira	 s__
361f536e4ad5d69a887702782590969e	k__Bacteria	Cyanobacteria	 c__4C0d-2	 o__YS2	 f__	 g__	 s__
2936cf14ae9d93a8467b905767a79744	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
6dcddab2b62d1515569453ea9be6642e	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
12e2c6e172386c31842cb36a25bea63a	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Coprobacillus	 s__
279f2a8ebfe3f20e867b46f19e198d5a	k__Bacteria	Proteobacteria	 c__Epsilonproteobacteria	 o__Campylobacterales	 f__Helicobacteraceae	 g__Helicobacter	
a31b8bc30e79657573910e8a7247e406	k__Bacteria	Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Oxalobacter	 s__formigenes
238da5abd41c58899735e63f09ed728a	k__Bacteria	Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Leuconostocaceae	 g__Weissella	
4a1b166a513781b41460fea76f3bd24c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
1960a1682dd09eab840bb695efa73023	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Dorea	 s__
07df3215626e06d1555d90c581df9637	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
fc60f6ce9ac1596b1211e077afdecf9d	k__Bacteria	Proteobacteria	 c__Deltaproteobacteria	 o__Desulfovibrionales	 f__Desulfovibrionaceae	 g__Bilophila	 s__
3b5845f891550f5640bcd82e72ef3bf1	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__fragilis
4d0d77bc33b95d788176362a73be6de1	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
87cc51859facc881d27dabc8a3f77c23	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__[Mogibacteriaceae]	 g__	 s__
2d9781b3cc5ea2d416be456911b55c94	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
9b6ef79f1a38a995831ace1c0dbe4356	k__Bacteria	Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__	 g__	 s__
a1b97046d3d7d7b1e7f0ffdb5c1eb030	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Blautia	 s__producta
f0405f9797e3b75868b7df80530bf907	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
fbda73f20d8c7e827a5e18e519aa4bf4	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae		
5b076d912ea642c8d199aa72d2828706	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
c93ba574f146d12f703ff88d9fed1a1c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	 s__hathewayi
3b438a1a6b5974f5a268b4f6eacc844d	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
5c951b10ce0ad37bc82cefbf1652aae4	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
e6d4211c886ef09dc5fb9a548b37647d	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__	 s__
4fca75f2d02c86e7437c42bea6dde733	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
ad8b3b26d792ed3db4eaeac8a2954065	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
79f1dceba77c8384352a4da4871c7fd6	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
d18ab172a643d749108718c232dfdabf	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
1faf2aad9b167eee2f898a335712f8b7	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
d7f396ecd372fbbf69cf10034520eb99	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
660b0d2832803106c4d67836c0c7163e	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
bd48042ecebe902613673c8a5c3fb842	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__	 s__
2364000784a57f89cf0fe95d0e20e902	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
be6e552b1deb4544e20a3ff49577ce7b	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Peptococcaceae	 g__	 s__
63ed7a8d51c2505f021760566595b2b6	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
65931ca6423e90d7e257b6901bc78e06	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
0e25a8418769d8efc4d0a482ab521480	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
693e9aeedfcd68e23d1e09452b6c1d68	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Clostridium	 s__methylpentosum
ab844d423261199ca27e47229e3242e4	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__fragilis
60df5faef5f5e161cbd14e256780bb81	k__Bacteria	Cyanobacteria	 c__Oscillatoriophycideae	 o__Oscillatoriales	 f__Phormidiaceae	 g__Phormidium	 s__
78c466cb12cf3cddde3612351fb71a30	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
b7ea37ac8dd3468fac014effec9456ec	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__	 s__
dc85d70e40f7c28d889bd2666bf16108	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
695778d44cc054056d332438475032c0	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Coprococcus	 s__
b018b81cc161f654d018e7dc9d5b013f	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
fa14c79a2302720c8a2a8eebf4e79872	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
b7450a59fcbf0a0f86ceda33073d70a2	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__	 s__
f04b3989df92c5eaa5cc3184c86d82f0	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
1c81489b2c124eaec4ef972bc2d12305	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
d464eee613ac4395c8f6ce3943a0f841	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__	 s__
f860b2e05b5e2b6e0f99de17b7029254	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Holdemania	 s__
8f1121093ff004eeff2530a8cfe5f064	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
a7773d30c5a2009a19ba2df73fe658c1	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
47defe127d80eb1237b51179fba59a97	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Coprococcus	 s__
278da45a3ab39de7e96de3d503ebe387	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
26ceaebe669ce200b9448ef26a1854f3	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
33aef1d5eadf4d0f258e297b48b74cfa	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
2f90fcbe20354a554ac520de1c145c4d	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Pasteurellales	 f__	 g__	 s__
72b73fadba5d696412fafea7fcd03abf	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
c8b1c7e5f4d17522ff01fdf3b6ccba45	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
02f7a1e1f9e36c93ee6d78dde2840444	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
090a3fbe82832d8232730978a315fd83	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
d3d16ce609ab2b1c1d64bbc4b80b9260	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae	 g__Stenotrophomonas	 s__
8daf54ff6c37c6570e7640894cbd1aa4	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
3191e85d748fe67fda3951f583df5e4a	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__Rahnella	 s__aquatilis
d28f786ab23c2b1f2a85c09a2200f623	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
c17d4b18ef23977e4b8c45e526d9e277	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__gordonii
0004c7e00a48b7144735ee293197e141	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
002ec03878544c03bfc5de841ffd1037	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae		
6f4a502cae1a1e4a44302eedd69b6a1b	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
0a3a5b91b652845ba4afbbaa491a339e	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
55edc0af8b8f176ac911f5e3ec0b4412	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	
ff6daec569f11e8ecd88a1eb1f6d0678	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Peptococcaceae	 g__	 s__
11cdd7b22699fdf6ffd39b79e820de14	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
850269dc256a49e7911c02d836acf5e2	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Butyricicoccus	 s__pullicaecorum
b024e57998b5b9e402a451e928df4f2b	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
f5befbf3a8fd8225cb37b85312720801	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
0a2b656f994fc7cfd4dca36fb58085f7	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
d1316b26e5350da36e6456499ecdfe18	k__Bacteria	Actinobacteria	 c__Actinobacteria	 o__Actinomycetales	 f__Micrococcaceae	 g__Arthrobacter	
d0a641c0e30d3c2f5b1e191958edb292	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Christensenellaceae	 g__	 s__
31de3d22f5b19325735267725f1f49e8	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	
7af04eb32c1af297a552003bfddfd332	k__Bacteria	Firmicutes					
b2224f4a4154eec47d85c01484f1637a	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
e0e562a1f160ebed0b359e973000ecf4	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
9065d0548322bbc1fc1f5fb0622d2f41	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
f8f0c3977abe3af894e0907fb3af86f1	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
0d9857b8fcc62be1053ffaa57691b89e	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
0102b223fb5b48af94a06c1702a7391e	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
29528929169afb5eebb33bb246161661	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
21f770ea50b923dfb312c8c96cc12b28	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Veillonellaceae	 g__	 s__
2a8c2f927b506881196bec9e29177927	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
445306e98fa77208d9ecc9110ae70f66	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
e902a45db3100596435e526a0295478d	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
eba65a6c0226fad41ee9dff264ecd62d	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
c55b9aa438ccd2f255a068425de5238d	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
3aaf2a34ac2801eccdbc5098254ecf22	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Anaerotruncus	 s__
b7465064ced6e25dfe442718c7bba6e1	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Clostridium	 s__cocleatum
0c24f48de613ea0b76809395e0a2bfd6	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
142c69e721063922564c21c84caf54d1	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
22be5d44baaebd16725f9a6ab35cb37c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
71814b0c8fed7d37021057c12a428b21	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Anaerofilum	 s__
04a0f8ee3769969d7a09b018cefdda98	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
4f313def0b2a4afbb15d6c3ef4dd4177	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
19976e3aa25186bcc331b2c2ee0b6f07	k__Bacteria	Unclassified					
eb8821a30557b34eac1cb619bf6bc0ca	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
181083a73332b4b63d07abf09ae25214	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
5f944efd5bd971237c1cce9761d56e2d	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
2129bce51166899da14994b02fa01438	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
edc67762ad04bac62d7de872b214bbe7	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	
fc8d5e9ee604b85bb84682fd1c259d2c	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
f3f12ecd3f11fe56f6d01b419336f775	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Coprobacillus	 s__cateniformis
1f41e37fd56c3b47367e773f8329989a	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
61d32b20e3d50a56ed0d9c7e54adc864	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
66f7706f6b80518817ebabf12540b752	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
28696419f7f863c9f4e6cf1b48b5e5e2	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Bacteroides	 s__xylanolyticus
583229f07ecffe26f713680165a7d577	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__	 s__
5cf5db27f37f0d012056c44d3633c726	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Coprococcus	 s__
9a11a1623bc36325255fc04c87900932	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
477b52e21295c3eeff86fdd16acf747a	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Holdemania	 s__
540721b4095a2a1f6d2546c5bda83fd6	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
