index	names	Stomach	Feces
Sg.M.H.10.16S	d__Bacteria.p__Campilobacterota	0	-3.1363167718755234
Sg.M.H.10.16S	d__Bacteria.p__Verrucomicrobiota	0	3.646363130830497
Sg.M.H.10.16S	d__Bacteria.__Unassaigned	0	-3.0934364152782394
Sg.M.H.10.16S	d__Bacteria.p__Spirochaetota	0	-5.290389840607855
Sg.M.H.4.16S	d__Bacteria.p__Firmicutes	0	7.047881053188356
Sg.M.H.4.16S	d__Bacteria.p__Bacteroidota	0	5.188667281907565
Sg.M.H.4.16S	d__Bacteria.p__Proteobacteria	0	7.02737549132156
Sg.M.H.4.16S	d__Bacteria.p__Desulfobacterota	0	4.031786085115479
Sg.M.H.4.16S	d__Bacteria.p__Actinobacteriota	0	0.8129102602472786
Sg.M.H.4.16S	d__Bacteria.p__Cyanobacteria	0	-2.9359686410385963
Sg.M.H.4.16S	d__Bacteria.p__Campilobacterota	0	-2.949344756314379
Sg.M.H.4.16S	d__Bacteria.p__Verrucomicrobiota	0	2.25139037453774
Sg.M.H.4.16S	d__Bacteria.__Unassaigned	0	-2.9064643997170947
Sg.M.H.4.16S	d__Bacteria.p__Spirochaetota	0	-6.499769260541872
Sg.M.H.5.16S	d__Bacteria.p__Firmicutes	0	8.586725630142734
Sg.M.H.5.16S	d__Bacteria.p__Bacteroidota	0	7.9474922142426205
Sg.M.H.5.16S	d__Bacteria.p__Proteobacteria	0	4.1680793669196765
Sg.M.H.5.16S	d__Bacteria.p__Desulfobacterota	0	4.109971736112396
Sg.M.H.5.16S	d__Bacteria.p__Actinobacteriota	0	-1.762188190269343
Sg.M.H.5.16S	d__Bacteria.p__Cyanobacteria	0	-2.441214635010192
Sg.M.H.5.16S	d__Bacteria.p__Campilobacterota	0	-1.77539988563176
Sg.M.H.5.16S	d__Bacteria.p__Verrucomicrobiota	0	3.9529679873027312
Sg.M.H.5.16S	d__Bacteria.__Unassaigned	0	-3.4106670312929737
Sg.M.H.5.16S	d__Bacteria.p__Spirochaetota	0	-7.1022807416311995
Sg.M.H.6.16S	d__Bacteria.p__Firmicutes	0	7.680597869446707
Sg.M.H.6.16S	d__Bacteria.p__Bacteroidota	0	7.301652313284894
Sg.M.H.6.16S	d__Bacteria.p__Proteobacteria	0	4.423974158045238
Sg.M.H.6.16S	d__Bacteria.p__Desulfobacterota	0	3.2889942252062534
Sg.M.H.6.16S	d__Bacteria.p__Actinobacteriota	0	-2.6572736733292066
Sg.M.H.6.16S	d__Bacteria.p__Cyanobacteria	0	0.7552974112488215
Sg.M.H.6.16S	d__Bacteria.p__Campilobacterota	0	-2.6704853686916237
Sg.M.H.6.16S	d__Bacteria.p__Verrucomicrobiota	0	3.6400981240955304
Sg.M.H.6.16S	d__Bacteria.__Unassaigned	0	-3.1547722401674116
Sg.M.H.6.16S	d__Bacteria.p__Spirochaetota	0	-6.8463859505056375
Sg.M.H.7.16S	d__Bacteria.p__Firmicutes	0	7.568148349155554
Sg.M.H.7.16S	d__Bacteria.p__Bacteroidota	0	7.6454730927870544
Sg.M.H.7.16S	d__Bacteria.p__Proteobacteria	0	3.5063706299234596
Sg.M.H.7.16S	d__Bacteria.p__Desulfobacterota	0	3.083143065475455
Sg.M.H.7.16S	d__Bacteria.p__Actinobacteriota	0	-2.5594424192617833
Sg.M.H.7.16S	d__Bacteria.p__Cyanobacteria	0	1.5462758458761896
Sg.M.H.7.16S	d__Bacteria.p__Campilobacterota	0	2.379184968811294
Sg.M.H.7.16S	d__Bacteria.p__Verrucomicrobiota	0	2.2641156390265067
Sg.M.H.7.16S	d__Bacteria.__Unassaigned	0	-4.07237576828919
Sg.M.H.7.16S	d__Bacteria.p__Spirochaetota	0	-7.763989478627416
Sg.M.H.8.16S	d__Bacteria.p__Firmicutes	0	8.188689717330103
Sg.M.H.8.16S	d__Bacteria.p__Bacteroidota	0	7.31179185864244
Sg.M.H.8.16S	d__Bacteria.p__Proteobacteria	0	6.086245883635343
Sg.M.H.8.16S	d__Bacteria.p__Desulfobacterota	0	3.6623869570028584
Sg.M.H.8.16S	d__Bacteria.p__Actinobacteriota	0	-3.324493020309972
Sg.M.H.8.16S	d__Bacteria.p__Cyanobacteria	0	1.637279766286352
Sg.M.H.8.16S	d__Bacteria.p__Campilobacterota	0	0.4586247699447057
Sg.M.H.8.16S	d__Bacteria.p__Verrucomicrobiota	0	3.707059397054451
Sg.M.H.8.16S	d__Bacteria.__Unassaigned	0	-4.645954807737328
Sg.M.H.8.16S	d__Bacteria.p__Spirochaetota	0	-8.337568518075555
Sg.M.H.9.16S	d__Bacteria.p__Firmicutes	0	6.761660125414185
Sg.M.H.9.16S	d__Bacteria.p__Bacteroidota	0	7.3064047033583375
Sg.M.H.9.16S	d__Bacteria.p__Proteobacteria	0	5.083105029095919
Sg.M.H.9.16S	d__Bacteria.p__Desulfobacterota	0	2.7944090482625406
Sg.M.H.9.16S	d__Bacteria.p__Actinobacteriota	0	-2.781485061976025
Sg.M.H.9.16S	d__Bacteria.p__Cyanobacteria	0	1.2188726875041214
Sg.M.H.9.16S	d__Bacteria.p__Campilobacterota	0	-2.7946967573384427
Sg.M.H.9.16S	d__Bacteria.p__Verrucomicrobiota	0	1.7942368324076834
Sg.M.H.9.16S	d__Bacteria.__Unassaigned	0	-2.7518164007411583
Sg.M.H.9.16S	d__Bacteria.p__Spirochaetota	0	-6.187255079454957
Sg.M.E.10.16S	d__Bacteria.p__Firmicutes	6.648105164445145	0
Sg.M.E.10.16S	d__Bacteria.p__Bacteroidota	6.720093294846908	0
Sg.M.E.10.16S	d__Bacteria.p__Proteobacteria	3.5300649606364796	0
Sg.M.E.10.16S	d__Bacteria.p__Desulfobacterota	2.461605710139058	0
Sg.M.E.10.16S	d__Bacteria.p__Actinobacteriota	-0.07407326502236611	0
Sg.M.E.10.16S	d__Bacteria.p__Cyanobacteria	0.3313918430857985	0
Sg.M.E.10.16S	d__Bacteria.p__Campilobacterota	-3.276712493648601	0
Sg.M.E.10.16S	d__Bacteria.p__Verrucomicrobiota	3.491932090941036	0
Sg.M.E.10.16S	d__Bacteria.__Unassaigned	1.4574031059420225	0
Sg.M.E.10.16S	d__Bacteria.p__Spirochaetota	-7.740295147914395	0
Sg.M.E.4.16S	d__Bacteria.p__Firmicutes	6.0080118262462126	0
Sg.M.E.4.16S	d__Bacteria.p__Bacteroidota	5.504908248574132	0
Sg.M.E.4.16S	d__Bacteria.p__Proteobacteria	10.081555847401098	0
Sg.M.E.4.16S	d__Bacteria.p__Desulfobacterota	2.24681171055265	0
Sg.M.E.4.16S	d__Bacteria.p__Actinobacteriota	-1.0603988583675517	0
Sg.M.E.4.16S	d__Bacteria.p__Cyanobacteria	-1.5224621872542985	0
Sg.M.E.4.16S	d__Bacteria.p__Campilobacterota	-1.0736105537299687	0
Sg.M.E.4.16S	d__Bacteria.p__Verrucomicrobiota	-1.0733916006369868	0
Sg.M.E.4.16S	d__Bacteria.__Unassaigned	-2.49191458353708	0
Sg.M.E.4.16S	d__Bacteria.p__Spirochaetota	-6.183528293875306	0
Sg.M.E.5.16S	d__Bacteria.p__Firmicutes	7.928129032810349	0
Sg.M.E.5.16S	d__Bacteria.p__Bacteroidota	4.807711194037204	0
Sg.M.E.5.16S	d__Bacteria.p__Proteobacteria	6.107584322770016	0
Sg.M.E.5.16S	d__Bacteria.p__Desulfobacterota	0.869370880291685	0
Sg.M.E.5.16S	d__Bacteria.p__Actinobacteriota	2.4788087927257854	0
Sg.M.E.5.16S	d__Bacteria.p__Cyanobacteria	-2.9780742286557866	0
Sg.M.E.5.16S	d__Bacteria.p__Campilobacterota	1.1570529527434659	0
Sg.M.E.5.16S	d__Bacteria.p__Verrucomicrobiota	-1.352220142229842	0
Sg.M.E.5.16S	d__Bacteria.__Unassaigned	1.9679831689597949	0
Sg.M.E.5.16S	d__Bacteria.p__Spirochaetota	-7.639140335276794	0
Sg.M.E.6.16S	d__Bacteria.p__Firmicutes	8.666825775428658	0
Sg.M.E.6.16S	d__Bacteria.p__Bacteroidota	4.460875181211001	0
Sg.M.E.6.16S	d__Bacteria.p__Proteobacteria	6.201129961906335	0
Sg.M.E.6.16S	d__Bacteria.p__Desulfobacterota	-1.0811567813663947	0
Sg.M.E.6.16S	d__Bacteria.p__Actinobacteriota	3.9932782919958294	0
Sg.M.E.6.16S	d__Bacteria.p__Cyanobacteria	-2.566495254617431	0
Sg.M.E.6.16S	d__Bacteria.p__Campilobacterota	-1.0811631135319975	0
Sg.M.E.6.16S	d__Bacteria.p__Verrucomicrobiota	-1.0809441604390155	0
Sg.M.E.6.16S	d__Bacteria.__Unassaigned	2.2392591507506214	0
Sg.M.E.6.16S	d__Bacteria.p__Spirochaetota	-7.227561361238438	0
Sg.M.E.7.16S	d__Bacteria.p__Firmicutes	7.115935913859431	0
Sg.M.E.7.16S	d__Bacteria.p__Bacteroidota	3.7039503733640093	0
Sg.M.E.7.16S	d__Bacteria.p__Proteobacteria	6.184216643595509	0
Sg.M.E.7.16S	d__Bacteria.p__Desulfobacterota	0.2539628275324217	0
Sg.M.E.7.16S	d__Bacteria.p__Actinobacteriota	2.394028991028693	0
Sg.M.E.7.16S	d__Bacteria.p__Cyanobacteria	1.5757186675147414	0
Sg.M.E.7.16S	d__Bacteria.p__Campilobacterota	0.37174586318880554	0
Sg.M.E.7.16S	d__Bacteria.p__Verrucomicrobiota	-0.7268664254793042	0
Sg.M.E.7.16S	d__Bacteria.__Unassaigned	-4.897301909278061	0
Sg.M.E.7.16S	d__Bacteria.p__Spirochaetota	-8.588915619616287	0
Sg.M.E.8.16S	d__Bacteria.p__Firmicutes	6.242519680592204	0
Sg.M.E.8.16S	d__Bacteria.p__Bacteroidota	6.279153813771984	0
Sg.M.E.8.16S	d__Bacteria.p__Proteobacteria	10.074966287518238	0
Sg.M.E.8.16S	d__Bacteria.p__Desulfobacterota	-0.4716586546994497	0
Sg.M.E.8.16S	d__Bacteria.p__Actinobacteriota	-1.5221471777392301	0
Sg.M.E.8.16S	d__Bacteria.p__Cyanobacteria	-1.8741565688838053	0
Sg.M.E.8.16S	d__Bacteria.p__Campilobacterota	2.260970612515447	0
Sg.M.E.8.16S	d__Bacteria.p__Verrucomicrobiota	-0.4714460337720705	0
Sg.M.E.8.16S	d__Bacteria.__Unassaigned	-2.8436089651665872	0
Sg.M.E.8.16S	d__Bacteria.p__Spirochaetota	-6.535222675504813	0
Sg.M.E.9.16S	d__Bacteria.p__Firmicutes	7.242960168095857	0
Sg.M.E.9.16S	d__Bacteria.p__Bacteroidota	7.328435900108259	0
Sg.M.E.9.16S	d__Bacteria.p__Proteobacteria	4.189902827922598	0
Sg.M.E.9.16S	d__Bacteria.p__Desulfobacterota	2.292782843036716	0
Sg.M.E.9.16S	d__Bacteria.p__Actinobacteriota	-2.0673817828626957	0
Sg.M.E.9.16S	d__Bacteria.p__Cyanobacteria	-2.419391174007271	0
Sg.M.E.9.16S	d__Bacteria.p__Campilobacterota	-1.5384650450118935	0
Sg.M.E.9.16S	d__Bacteria.p__Verrucomicrobiota	4.0035732497311045	0
Sg.M.E.9.16S	d__Bacteria.__Unassaigned	0.2778798224944511	0
Sg.M.E.9.16S	d__Bacteria.p__Spirochaetota	-7.080457280628279	0
