OTUID,2%,9%,25%,50%,75%,91%,98%
0f4013b00115275df5e0ab6306716e8e,77.66,100.97,251.5,483.5,767.25,847.63,896.14
a16986411ff8c5714b2ba245262b5f95,76.84,195.28,258.25,467.5,707.25,901.8,914.4
929805da29bce3a9838d81700d0a5770,10.26,46.17,177.75,344.5,488.25,1688.74,2473.72
95d5c26e5a939615d46e26659e68afcb,1.62,7.29,37,108.5,174,270.39,447.42
82c448c1808ec28bd3b550b0460519cb,0,0,16.5,104.5,131.25,182.52,313.56
e541825ce8b86c18c3108e8dc20a1675,0,0,3,98,159.5,276.54,318.12
3d5b21ec3c1f0646ee21d64a7dca127b,0,0,19.25,96.5,361.25,419.99,433.22
fc7fe8a11f8601769081bf1e9a67fc5a,2.7,12.15,32.25,71,98.5,187.9,257.2
900df8f4333124df384db9012a905941,0,0,0,70.5,282.5,581.49,752.22
f59c9661f4e154b8d6eadff955089368,0,0,27.75,68.5,114,160.55,188.9
ab37861a579863cd2498da8b71927083,2.7,12.15,22,66.5,200,363.82,538.96
65f1d29871c8da3b9207a0baeea0f9af,0,0,11.25,66.5,121.75,266.71,524.38
295eb9c03cf14b573bd8228499819e32,0,0,0,64.5,120.25,177.37,254.86
fbf3c5b21400f08273beb8d47cfa8950,0,0,0.25,61.5,153.5,399.13,920.14
31de3d22f5b19325735267725f1f49e8,0,0,16.5,59.5,331,1022.38,1086.64
e6d4211c886ef09dc5fb9a548b37647d,0,0,3,57.5,123,372.36,463.08
501ef6cc75fb160180e332ba60a60df8,0,0,0,57.5,526.75,881.94,1339.32
af7dd51c7373cf129ab32fc2b6c604a3,0,0,26.5,55.5,134.5,285.46,495.88
f56e8ecfac5f476636eb05564abe289b,0,0,5.5,53.5,131.5,174.46,195.88
5bbd6726850e3b938ef0b5b9c2493a37,3.6,16.2,29.25,50.5,64.75,236.83,587.74
32019c66790172c71844e2b0a681de98,0,0,6.75,45.5,71,141.05,263.9
6c2a9a5a94270ee454cfb2dea1d31449,0,0,0,41.5,660.75,1584.55,2683.9
67f83f289da4664c59f8616b68d9bd6b,0,0,0,40,135,150.09,157.02
d09ac2719179ce445475d19f361713b1,0,0,9.25,39,100.5,128.16,168.48
8634a67d3fc918d3322755bb24142164,0,0,6.25,39,314.5,426.35,593.3
e30b930baec22de45d2af23695a76350,0,0,10.75,33.5,113,192.32,209.96
e289fe9035a3575d3f1ab134e5810ee5,0,0,1.5,32.5,41.25,1312.38,4589.64
a7773d30c5a2009a19ba2df73fe658c1,0,0,18.75,31.5,46,64.95,68.1
3ccb3cc712e0db60d7f9b06bde056a8a,8.08,11.86,18,30.5,62.75,87.56,102.68
01993aba463e74b6c31b2cebdc8f5ff1,0,0,5,30.5,94,1118.92,2736.76
4bd70e9335f891aaa8789b1d4ea09d2a,0,0,0,28.5,35.75,62.76,65.28
f3ad8aeca0d32effd937f5823821bade,0,0,0,28,201.75,310.9,317.2
df5c1ef25ab497ab767dcbb6be082f83,0,0,13.5,25.5,54.5,115.01,164.78
bd6383169ddd32592a82ccdb7511c186,0,0,16,22,35.5,65.37,79.86
ae29d7222cca9d09ba6176b1aafc8686,0,0,0,20.5,133.25,197.19,197.82
c60cf2a6c2498f32af660492f7517918,0,0,8.25,20.5,119.25,350.34,656.52
09955676c12875dd721fe3ff45edeaa5,0,0,0,20.5,46.75,70.38,71.64
2220bd46b69ee6ca1b113fde86363909,0,0,3.75,19,144.25,251.9,447.2
3f2fa448ee31928a1acd85149d7bc88e,0,0,0,18.5,33.75,43.52,48.56
