q,Site1,Site2,DT,Non_lethal,Turnover
2,Sg.M.H.3.16S,Sg.M.E.2.16S,Stomach,Feces,0.7489298
2,Sg.M.H.4.16S,Sg.M.E.2.16S,Stomach,Feces,0.882057608
2,Sg.M.H.5.16S,Sg.M.E.2.16S,Stomach,Feces,0.864471412
2,Sg.M.H.6.16S,Sg.M.E.2.16S,Stomach,Feces,0.437672598
2,Sg.M.H.7.16S,Sg.M.E.2.16S,Stomach,Feces,0.67502249
2,Sg.M.H.8.16S,Sg.M.E.2.16S,Stomach,Feces,0.739343271
2,Sg.M.H.9.16S,Sg.M.E.2.16S,Stomach,Feces,0.795349715
2,Sg.M.HC.1.16S,Sg.M.E.2.16S,Stomach,Cloaca,0.411578726
2,Sg.M.HC.10.16S,Sg.M.E.2.16S,Stomach,Cloaca,0.739696446
2,Sg.M.HC.2.16S,Sg.M.E.2.16S,Stomach,Cloaca,0.470144433
2,Sg.M.HC.3.16S,Sg.M.E.2.16S,Stomach,Cloaca,0.969760857
2,Sg.M.HC.4.16S,Sg.M.E.2.16S,Stomach,Cloaca,0.945441054
2,Sg.M.HC.5.16S,Sg.M.E.2.16S,Stomach,Cloaca,0.985564833
2,Sg.M.HC.6.16S,Sg.M.E.2.16S,Stomach,Cloaca,0.779017113
2,Sg.M.HC.7.16S,Sg.M.E.2.16S,Stomach,Cloaca,0.997567091
2,Sg.M.HC.8.16S,Sg.M.E.2.16S,Stomach,Cloaca,0.993694421
2,Sg.M.HC.9.16S,Sg.M.E.2.16S,Stomach,Cloaca,0.972462764
2,Sg.M.H.1.16S,Sg.M.E.3.16S,Stomach,Feces,0.279827432
2,Sg.M.H.10.16S,Sg.M.E.3.16S,Stomach,Feces,0.594915959
2,Sg.M.H.2.16S,Sg.M.E.3.16S,Stomach,Feces,0.331083636
2,Sg.M.H.3.16S,Sg.M.E.3.16S,Stomach,Feces,0.186029837
2,Sg.M.H.4.16S,Sg.M.E.3.16S,Stomach,Feces,0.717455817
2,Sg.M.H.5.16S,Sg.M.E.3.16S,Stomach,Feces,0.685408406
2,Sg.M.H.6.16S,Sg.M.E.3.16S,Stomach,Feces,0.242668174
2,Sg.M.H.7.16S,Sg.M.E.3.16S,Stomach,Feces,0.448388416
2,Sg.M.H.8.16S,Sg.M.E.3.16S,Stomach,Feces,0.576107361
2,Sg.M.H.9.16S,Sg.M.E.3.16S,Stomach,Feces,0.466460045
2,Sg.M.HC.1.16S,Sg.M.E.3.16S,Stomach,Cloaca,0.801728118
2,Sg.M.HC.10.16S,Sg.M.E.3.16S,Stomach,Cloaca,0.764388969
2,Sg.M.HC.2.16S,Sg.M.E.3.16S,Stomach,Cloaca,0.223870989
2,Sg.M.HC.3.16S,Sg.M.E.3.16S,Stomach,Cloaca,0.966010003
2,Sg.M.HC.4.16S,Sg.M.E.3.16S,Stomach,Cloaca,0.983846569
2,Sg.M.HC.5.16S,Sg.M.E.3.16S,Stomach,Cloaca,0.99403188
2,Sg.M.HC.6.16S,Sg.M.E.3.16S,Stomach,Cloaca,0.802867434
2,Sg.M.HC.7.16S,Sg.M.E.3.16S,Stomach,Cloaca,0.999452911
2,Sg.M.HC.8.16S,Sg.M.E.3.16S,Stomach,Cloaca,0.997973579
2,Sg.M.HC.9.16S,Sg.M.E.3.16S,Stomach,Cloaca,0.992215331
2,Sg.M.H.1.16S,Sg.M.E.4.16S,Stomach,Feces,0.997827109
2,Sg.M.H.10.16S,Sg.M.E.4.16S,Stomach,Feces,0.994586604
2,Sg.M.H.2.16S,Sg.M.E.4.16S,Stomach,Feces,0.963209311
2,Sg.M.H.3.16S,Sg.M.E.4.16S,Stomach,Feces,0.984194987
2,Sg.M.H.4.16S,Sg.M.E.4.16S,Stomach,Feces,0.9913957
2,Sg.M.H.5.16S,Sg.M.E.4.16S,Stomach,Feces,0.994030617
2,Sg.M.H.6.16S,Sg.M.E.4.16S,Stomach,Feces,0.99261677
2,Sg.M.H.7.16S,Sg.M.E.4.16S,Stomach,Feces,0.997838318
2,Sg.M.H.8.16S,Sg.M.E.4.16S,Stomach,Feces,0.996334854
2,Sg.M.H.9.16S,Sg.M.E.4.16S,Stomach,Feces,0.996597031
2,Sg.M.HC.1.16S,Sg.M.E.4.16S,Stomach,Cloaca,0.999779396
2,Sg.M.HC.10.16S,Sg.M.E.4.16S,Stomach,Cloaca,0.958700822
2,Sg.M.HC.2.16S,Sg.M.E.4.16S,Stomach,Cloaca,0.99751789
2,Sg.M.HC.3.16S,Sg.M.E.4.16S,Stomach,Cloaca,0.980075066
2,Sg.M.HC.4.16S,Sg.M.E.4.16S,Stomach,Cloaca,0.98801735
2,Sg.M.HC.5.16S,Sg.M.E.4.16S,Stomach,Cloaca,0.990966035
2,Sg.M.HC.6.16S,Sg.M.E.4.16S,Stomach,Cloaca,0.991169492
2,Sg.M.HC.7.16S,Sg.M.E.4.16S,Stomach,Cloaca,1
2,Sg.M.HC.8.16S,Sg.M.E.4.16S,Stomach,Cloaca,0.987590391
2,Sg.M.HC.9.16S,Sg.M.E.4.16S,Stomach,Cloaca,0.985817867
2,Sg.M.H.1.16S,Sg.M.E.5.16S,Stomach,Feces,0.978833264
2,Sg.M.H.10.16S,Sg.M.E.5.16S,Stomach,Feces,0.987586761
2,Sg.M.H.2.16S,Sg.M.E.5.16S,Stomach,Feces,0.985631218
2,Sg.M.H.3.16S,Sg.M.E.5.16S,Stomach,Feces,0.986629889
2,Sg.M.H.4.16S,Sg.M.E.5.16S,Stomach,Feces,0.984773216
2,Sg.M.H.5.16S,Sg.M.E.5.16S,Stomach,Feces,0.973150726
2,Sg.M.H.6.16S,Sg.M.E.5.16S,Stomach,Feces,0.973813477
2,Sg.M.H.7.16S,Sg.M.E.5.16S,Stomach,Feces,0.982288015
2,Sg.M.H.8.16S,Sg.M.E.5.16S,Stomach,Feces,0.985920798
2,Sg.M.H.9.16S,Sg.M.E.5.16S,Stomach,Feces,0.993446752
2,Sg.M.HC.1.16S,Sg.M.E.5.16S,Stomach,Cloaca,0.999153796
2,Sg.M.HC.10.16S,Sg.M.E.5.16S,Stomach,Cloaca,0.984828781
2,Sg.M.HC.2.16S,Sg.M.E.5.16S,Stomach,Cloaca,0.983887526
2,Sg.M.HC.3.16S,Sg.M.E.5.16S,Stomach,Cloaca,0.997092678
2,Sg.M.HC.4.16S,Sg.M.E.5.16S,Stomach,Cloaca,0.988390741
2,Sg.M.HC.5.16S,Sg.M.E.5.16S,Stomach,Cloaca,0.978205675
2,Sg.M.HC.6.16S,Sg.M.E.5.16S,Stomach,Cloaca,0.982917069
2,Sg.M.HC.7.16S,Sg.M.E.5.16S,Stomach,Cloaca,1
2,Sg.M.HC.8.16S,Sg.M.E.5.16S,Stomach,Cloaca,0.981744857
2,Sg.M.HC.9.16S,Sg.M.E.5.16S,Stomach,Cloaca,0.988894757
2,Sg.M.H.1.16S,Sg.M.E.6.16S,Stomach,Feces,0.98339795
2,Sg.M.H.10.16S,Sg.M.E.6.16S,Stomach,Feces,0.996778369
2,Sg.M.H.2.16S,Sg.M.E.6.16S,Stomach,Feces,0.994317456
2,Sg.M.H.3.16S,Sg.M.E.6.16S,Stomach,Feces,0.993797542
2,Sg.M.H.4.16S,Sg.M.E.6.16S,Stomach,Feces,0.995476638
2,Sg.M.H.5.16S,Sg.M.E.6.16S,Stomach,Feces,0.996098008
2,Sg.M.H.6.16S,Sg.M.E.6.16S,Stomach,Feces,0.990100714
2,Sg.M.H.7.16S,Sg.M.E.6.16S,Stomach,Feces,0.993664485
2,Sg.M.H.8.16S,Sg.M.E.6.16S,Stomach,Feces,0.986384561
2,Sg.M.H.9.16S,Sg.M.E.6.16S,Stomach,Feces,0.995962044
2,Sg.M.HC.1.16S,Sg.M.E.6.16S,Stomach,Cloaca,0.999558915
2,Sg.M.HC.10.16S,Sg.M.E.6.16S,Stomach,Cloaca,0.997697481
2,Sg.M.HC.2.16S,Sg.M.E.6.16S,Stomach,Cloaca,0.988666338
2,Sg.M.HC.3.16S,Sg.M.E.6.16S,Stomach,Cloaca,0.999269992
2,Sg.M.HC.4.16S,Sg.M.E.6.16S,Stomach,Cloaca,0.999975682
2,Sg.M.HC.5.16S,Sg.M.E.6.16S,Stomach,Cloaca,0.999899569
2,Sg.M.HC.6.16S,Sg.M.E.6.16S,Stomach,Cloaca,0.997116134
2,Sg.M.HC.7.16S,Sg.M.E.6.16S,Stomach,Cloaca,1
2,Sg.M.HC.8.16S,Sg.M.E.6.16S,Stomach,Cloaca,0.999977149
2,Sg.M.HC.9.16S,Sg.M.E.6.16S,Stomach,Cloaca,1
2,Sg.M.H.1.16S,Sg.M.E.7.16S,Stomach,Feces,0.960885622
2,Sg.M.H.10.16S,Sg.M.E.7.16S,Stomach,Feces,0.986436432
2,Sg.M.H.2.16S,Sg.M.E.7.16S,Stomach,Feces,0.974684013
2,Sg.M.H.3.16S,Sg.M.E.7.16S,Stomach,Feces,0.977805972
2,Sg.M.H.4.16S,Sg.M.E.7.16S,Stomach,Feces,0.990517159
2,Sg.M.H.5.16S,Sg.M.E.7.16S,Stomach,Feces,0.989608309
2,Sg.M.H.6.16S,Sg.M.E.7.16S,Stomach,Feces,0.964190994
2,Sg.M.H.7.16S,Sg.M.E.7.16S,Stomach,Feces,0.972403283
2,Sg.M.H.8.16S,Sg.M.E.7.16S,Stomach,Feces,0.981591855
2,Sg.M.H.9.16S,Sg.M.E.7.16S,Stomach,Feces,0.969790834
2,Sg.M.HC.1.16S,Sg.M.E.7.16S,Stomach,Cloaca,0.999503136
2,Sg.M.HC.10.16S,Sg.M.E.7.16S,Stomach,Cloaca,0.989736887
2,Sg.M.HC.2.16S,Sg.M.E.7.16S,Stomach,Cloaca,0.967157809
2,Sg.M.HC.3.16S,Sg.M.E.7.16S,Stomach,Cloaca,0.994586283
2,Sg.M.HC.4.16S,Sg.M.E.7.16S,Stomach,Cloaca,0.999817945
2,Sg.M.HC.5.16S,Sg.M.E.7.16S,Stomach,Cloaca,0.999380436
2,Sg.M.HC.6.16S,Sg.M.E.7.16S,Stomach,Cloaca,0.991910592
2,Sg.M.HC.7.16S,Sg.M.E.7.16S,Stomach,Cloaca,0.996980392
2,Sg.M.HC.8.16S,Sg.M.E.7.16S,Stomach,Cloaca,0.999564855
2,Sg.M.HC.9.16S,Sg.M.E.7.16S,Stomach,Cloaca,0.999690315
2,Sg.M.H.1.16S,Sg.M.E.8.16S,Stomach,Feces,0.996420173
2,Sg.M.H.10.16S,Sg.M.E.8.16S,Stomach,Feces,0.993627653
2,Sg.M.H.2.16S,Sg.M.E.8.16S,Stomach,Feces,0.962253398
2,Sg.M.H.3.16S,Sg.M.E.8.16S,Stomach,Feces,0.984657541
2,Sg.M.H.4.16S,Sg.M.E.8.16S,Stomach,Feces,0.997018771
2,Sg.M.H.5.16S,Sg.M.E.8.16S,Stomach,Feces,0.994747064
2,Sg.M.H.6.16S,Sg.M.E.8.16S,Stomach,Feces,0.990543809
2,Sg.M.H.7.16S,Sg.M.E.8.16S,Stomach,Feces,0.99410524
2,Sg.M.H.8.16S,Sg.M.E.8.16S,Stomach,Feces,0.99557345
2,Sg.M.H.9.16S,Sg.M.E.8.16S,Stomach,Feces,0.996619954
2,Sg.M.HC.1.16S,Sg.M.E.8.16S,Stomach,Cloaca,0.999764768
2,Sg.M.HC.10.16S,Sg.M.E.8.16S,Stomach,Cloaca,0.958281258
2,Sg.M.HC.2.16S,Sg.M.E.8.16S,Stomach,Cloaca,0.996264048
2,Sg.M.HC.3.16S,Sg.M.E.8.16S,Stomach,Cloaca,0.978915752
2,Sg.M.HC.4.16S,Sg.M.E.8.16S,Stomach,Cloaca,0.997144339
2,Sg.M.HC.5.16S,Sg.M.E.8.16S,Stomach,Cloaca,0.992596612
2,Sg.M.HC.6.16S,Sg.M.E.8.16S,Stomach,Cloaca,0.991943033
2,Sg.M.HC.7.16S,Sg.M.E.8.16S,Stomach,Cloaca,0.998932834
2,Sg.M.HC.8.16S,Sg.M.E.8.16S,Stomach,Cloaca,0.993298788
2,Sg.M.HC.9.16S,Sg.M.E.8.16S,Stomach,Cloaca,0.9949072
2,Sg.M.H.1.16S,Sg.M.E.9.16S,Stomach,Feces,0.631289935
2,Sg.M.H.10.16S,Sg.M.E.9.16S,Stomach,Feces,0.21258593
2,Sg.M.H.2.16S,Sg.M.E.9.16S,Stomach,Feces,0.765687653
2,Sg.M.H.3.16S,Sg.M.E.9.16S,Stomach,Feces,0.696338179
2,Sg.M.H.4.16S,Sg.M.E.9.16S,Stomach,Feces,0.924598426
2,Sg.M.H.5.16S,Sg.M.E.9.16S,Stomach,Feces,0.710917472
2,Sg.M.H.6.16S,Sg.M.E.9.16S,Stomach,Feces,0.631493949
2,Sg.M.H.7.16S,Sg.M.E.9.16S,Stomach,Feces,0.722222478
2,Sg.M.H.8.16S,Sg.M.E.9.16S,Stomach,Feces,0.81750942
2,Sg.M.H.9.16S,Sg.M.E.9.16S,Stomach,Feces,0.56536279
2,Sg.M.HC.1.16S,Sg.M.E.9.16S,Stomach,Cloaca,0.994745444
2,Sg.M.HC.10.16S,Sg.M.E.9.16S,Stomach,Cloaca,0.463675491
2,Sg.M.HC.2.16S,Sg.M.E.9.16S,Stomach,Cloaca,0.609053247
2,Sg.M.HC.3.16S,Sg.M.E.9.16S,Stomach,Cloaca,0.992603209
2,Sg.M.HC.4.16S,Sg.M.E.9.16S,Stomach,Cloaca,1
2,Sg.M.HC.5.16S,Sg.M.E.9.16S,Stomach,Cloaca,0.998996175
2,Sg.M.HC.6.16S,Sg.M.E.9.16S,Stomach,Cloaca,0.921222486
2,Sg.M.HC.7.16S,Sg.M.E.9.16S,Stomach,Cloaca,1
2,Sg.M.HC.8.16S,Sg.M.E.9.16S,Stomach,Cloaca,0.999787942
2,Sg.M.HC.9.16S,Sg.M.E.9.16S,Stomach,Cloaca,1
2,Sg.M.I.1.16S,Sg.M.H.1.16S,Small intestine,Feces,0.242994825
2,Sg.M.I.10.16S,Sg.M.H.1.16S,Small intestine,Feces,0.599936015
2,Sg.M.I.2.16S,Sg.M.H.1.16S,Small intestine,Feces,0.277234982
2,Sg.M.I.3.16S,Sg.M.H.1.16S,Small intestine,Feces,0.417371361
2,Sg.M.I.4.16S,Sg.M.H.1.16S,Small intestine,Feces,0.999404701
2,Sg.M.I.5.16S,Sg.M.H.1.16S,Small intestine,Feces,0.75825677
2,Sg.M.I.6.16S,Sg.M.H.1.16S,Small intestine,Feces,0.629610319
2,Sg.M.I.7.16S,Sg.M.H.1.16S,Small intestine,Feces,0.571804539
2,Sg.M.I.8.16S,Sg.M.H.1.16S,Small intestine,Feces,0.997687206
2,Sg.M.I.9.16S,Sg.M.H.1.16S,Small intestine,Feces,0.532481476
2,Sg.M.R.1.16S,Sg.M.H.1.16S,Rectum,Feces,0.108741945
2,Sg.M.R.10.16S,Sg.M.H.1.16S,Rectum,Feces,0.574720193
2,Sg.M.R.2.16S,Sg.M.H.1.16S,Rectum,Feces,0.498868956
2,Sg.M.R.3.16S,Sg.M.H.1.16S,Rectum,Feces,0.482910742
2,Sg.M.R.4.16S,Sg.M.H.1.16S,Rectum,Feces,0.99299474
2,Sg.M.R.5.16S,Sg.M.H.1.16S,Rectum,Feces,0.734313534
2,Sg.M.R.6.16S,Sg.M.H.1.16S,Rectum,Feces,0.514561388
2,Sg.M.R.7.16S,Sg.M.H.1.16S,Rectum,Feces,0.569069387
2,Sg.M.R.8.16S,Sg.M.H.1.16S,Rectum,Feces,0.681211576
2,Sg.M.R.9.16S,Sg.M.H.1.16S,Rectum,Feces,0.541250193
2,Sg.M.I.1.16S,Sg.M.H.10.16S,Small intestine,Feces,0.768633285
2,Sg.M.I.10.16S,Sg.M.H.10.16S,Small intestine,Feces,0.225037789
2,Sg.M.I.2.16S,Sg.M.H.10.16S,Small intestine,Feces,0.688316416
2,Sg.M.I.3.16S,Sg.M.H.10.16S,Small intestine,Feces,0.704171372
2,Sg.M.I.4.16S,Sg.M.H.10.16S,Small intestine,Feces,0.997522043
2,Sg.M.I.5.16S,Sg.M.H.10.16S,Small intestine,Feces,0.643187226
2,Sg.M.I.6.16S,Sg.M.H.10.16S,Small intestine,Feces,0.22188122
2,Sg.M.I.7.16S,Sg.M.H.10.16S,Small intestine,Feces,0.703891962
2,Sg.M.I.8.16S,Sg.M.H.10.16S,Small intestine,Feces,0.997548473
2,Sg.M.I.9.16S,Sg.M.H.10.16S,Small intestine,Feces,0.486671758
2,Sg.M.R.1.16S,Sg.M.H.10.16S,Rectum,Feces,0.677471172
2,Sg.M.R.10.16S,Sg.M.H.10.16S,Rectum,Feces,0.226822716
2,Sg.M.R.2.16S,Sg.M.H.10.16S,Rectum,Feces,0.620572072
2,Sg.M.R.3.16S,Sg.M.H.10.16S,Rectum,Feces,0.570235133
2,Sg.M.R.4.16S,Sg.M.H.10.16S,Rectum,Feces,0.360732894
2,Sg.M.R.5.16S,Sg.M.H.10.16S,Rectum,Feces,0.62549773
2,Sg.M.R.6.16S,Sg.M.H.10.16S,Rectum,Feces,0.538189894
2,Sg.M.R.7.16S,Sg.M.H.10.16S,Rectum,Feces,0.736892012
2,Sg.M.R.8.16S,Sg.M.H.10.16S,Rectum,Feces,0.679820407
2,Sg.M.R.9.16S,Sg.M.H.10.16S,Rectum,Feces,0.493223532
2,Sg.M.I.1.16S,Sg.M.H.2.16S,Small intestine,Feces,0.72577739
2,Sg.M.I.10.16S,Sg.M.H.2.16S,Small intestine,Feces,0.723706684
2,Sg.M.I.2.16S,Sg.M.H.2.16S,Small intestine,Feces,0.485843633
2,Sg.M.I.3.16S,Sg.M.H.2.16S,Small intestine,Feces,0.391597668
2,Sg.M.I.4.16S,Sg.M.H.2.16S,Small intestine,Feces,0.966210491
2,Sg.M.I.5.16S,Sg.M.H.2.16S,Small intestine,Feces,0.698923586
2,Sg.M.I.6.16S,Sg.M.H.2.16S,Small intestine,Feces,0.74376064
2,Sg.M.I.7.16S,Sg.M.H.2.16S,Small intestine,Feces,0.679976743
2,Sg.M.I.8.16S,Sg.M.H.2.16S,Small intestine,Feces,0.963168433
2,Sg.M.I.9.16S,Sg.M.H.2.16S,Small intestine,Feces,0.615660882
2,Sg.M.R.1.16S,Sg.M.H.2.16S,Rectum,Feces,0.679958222
2,Sg.M.R.10.16S,Sg.M.H.2.16S,Rectum,Feces,0.716560159
2,Sg.M.R.2.16S,Sg.M.H.2.16S,Rectum,Feces,0.385161775
2,Sg.M.R.3.16S,Sg.M.H.2.16S,Rectum,Feces,0.449644766
2,Sg.M.R.4.16S,Sg.M.H.2.16S,Rectum,Feces,0.925118332
2,Sg.M.R.5.16S,Sg.M.H.2.16S,Rectum,Feces,0.697976894
2,Sg.M.R.6.16S,Sg.M.H.2.16S,Rectum,Feces,0.347788754
2,Sg.M.R.7.16S,Sg.M.H.2.16S,Rectum,Feces,0.675600536
2,Sg.M.R.8.16S,Sg.M.H.2.16S,Rectum,Feces,0.627128539
2,Sg.M.R.9.16S,Sg.M.H.2.16S,Rectum,Feces,0.625819235
2,Sg.M.I.1.16S,Sg.M.H.3.16S,Small intestine,Feces,0.706453694
2,Sg.M.I.10.16S,Sg.M.H.3.16S,Small intestine,Feces,0.669872576
2,Sg.M.I.2.16S,Sg.M.H.3.16S,Small intestine,Feces,0.293289518
2,Sg.M.I.3.16S,Sg.M.H.3.16S,Small intestine,Feces,0.14393062
2,Sg.M.I.4.16S,Sg.M.H.3.16S,Small intestine,Feces,0.987743863
2,Sg.M.I.5.16S,Sg.M.H.3.16S,Small intestine,Feces,0.531103142
2,Sg.M.I.6.16S,Sg.M.H.3.16S,Small intestine,Feces,0.69889618
2,Sg.M.I.7.16S,Sg.M.H.3.16S,Small intestine,Feces,0.704663391
2,Sg.M.I.8.16S,Sg.M.H.3.16S,Small intestine,Feces,0.984658808
2,Sg.M.I.9.16S,Sg.M.H.3.16S,Small intestine,Feces,0.539954958
2,Sg.M.R.1.16S,Sg.M.H.3.16S,Rectum,Feces,0.642441058
2,Sg.M.R.10.16S,Sg.M.H.3.16S,Rectum,Feces,0.657086151
2,Sg.M.R.2.16S,Sg.M.H.3.16S,Rectum,Feces,0.09421112
2,Sg.M.R.3.16S,Sg.M.H.3.16S,Rectum,Feces,0.438969887
2,Sg.M.R.4.16S,Sg.M.H.3.16S,Rectum,Feces,0.988886172
2,Sg.M.R.5.16S,Sg.M.H.3.16S,Rectum,Feces,0.519666291
2,Sg.M.R.6.16S,Sg.M.H.3.16S,Rectum,Feces,0.36085264
2,Sg.M.R.7.16S,Sg.M.H.3.16S,Rectum,Feces,0.693868155
2,Sg.M.R.8.16S,Sg.M.H.3.16S,Rectum,Feces,0.580620518
2,Sg.M.R.9.16S,Sg.M.H.3.16S,Rectum,Feces,0.538358058
2,Sg.M.I.1.16S,Sg.M.H.4.16S,Small intestine,Feces,0.910571561
2,Sg.M.I.10.16S,Sg.M.H.4.16S,Small intestine,Feces,0.899073738
2,Sg.M.I.2.16S,Sg.M.H.4.16S,Small intestine,Feces,0.771753331
2,Sg.M.I.3.16S,Sg.M.H.4.16S,Small intestine,Feces,0.717988463
2,Sg.M.I.4.16S,Sg.M.H.4.16S,Small intestine,Feces,0.995997343
2,Sg.M.I.5.16S,Sg.M.H.4.16S,Small intestine,Feces,0.82751717
2,Sg.M.I.6.16S,Sg.M.H.4.16S,Small intestine,Feces,0.897625196
2,Sg.M.I.7.16S,Sg.M.H.4.16S,Small intestine,Feces,0.851253246
2,Sg.M.I.8.16S,Sg.M.H.4.16S,Small intestine,Feces,0.997838535
2,Sg.M.I.9.16S,Sg.M.H.4.16S,Small intestine,Feces,0.7543536
2,Sg.M.R.1.16S,Sg.M.H.4.16S,Rectum,Feces,0.92010869
2,Sg.M.R.10.16S,Sg.M.H.4.16S,Rectum,Feces,0.911168827
2,Sg.M.R.2.16S,Sg.M.H.4.16S,Rectum,Feces,0.789711325
2,Sg.M.R.3.16S,Sg.M.H.4.16S,Rectum,Feces,0.794234407
2,Sg.M.R.4.16S,Sg.M.H.4.16S,Rectum,Feces,0.132718878
2,Sg.M.R.5.16S,Sg.M.H.4.16S,Rectum,Feces,0.852034745
2,Sg.M.R.6.16S,Sg.M.H.4.16S,Rectum,Feces,0.666456062
2,Sg.M.R.7.16S,Sg.M.H.4.16S,Rectum,Feces,0.879996514
2,Sg.M.R.8.16S,Sg.M.H.4.16S,Rectum,Feces,0.683669148
2,Sg.M.R.9.16S,Sg.M.H.4.16S,Rectum,Feces,0.750624158
2,Sg.M.I.1.16S,Sg.M.H.5.16S,Small intestine,Feces,0.877820205
2,Sg.M.I.10.16S,Sg.M.H.5.16S,Small intestine,Feces,0.712557308
2,Sg.M.I.2.16S,Sg.M.H.5.16S,Small intestine,Feces,0.749602265
2,Sg.M.I.3.16S,Sg.M.H.5.16S,Small intestine,Feces,0.679765731
2,Sg.M.I.4.16S,Sg.M.H.5.16S,Small intestine,Feces,0.99732467
2,Sg.M.I.5.16S,Sg.M.H.5.16S,Small intestine,Feces,0.04573005
2,Sg.M.I.6.16S,Sg.M.H.5.16S,Small intestine,Feces,0.712053524
2,Sg.M.I.7.16S,Sg.M.H.5.16S,Small intestine,Feces,0.855235212
2,Sg.M.I.8.16S,Sg.M.H.5.16S,Small intestine,Feces,0.991090815
2,Sg.M.I.9.16S,Sg.M.H.5.16S,Small intestine,Feces,0.79877886
2,Sg.M.R.1.16S,Sg.M.H.5.16S,Rectum,Feces,0.793308086
2,Sg.M.R.10.16S,Sg.M.H.5.16S,Rectum,Feces,0.703528096
2,Sg.M.R.2.16S,Sg.M.H.5.16S,Rectum,Feces,0.658052701
2,Sg.M.R.3.16S,Sg.M.H.5.16S,Rectum,Feces,0.765189285
2,Sg.M.R.4.16S,Sg.M.H.5.16S,Rectum,Feces,0.98035747
2,Sg.M.R.5.16S,Sg.M.H.5.16S,Rectum,Feces,0.064090382
