q,Site1,Site2,DT,Non_lethal,Turnover
2,Sg.M.R.6.16S,Sg.M.H.5.16S,Rectum,Feces,0.530375698
2,Sg.M.R.7.16S,Sg.M.H.5.16S,Rectum,Feces,0.850775263
2,Sg.M.R.8.16S,Sg.M.H.5.16S,Rectum,Feces,0.77923305
2,Sg.M.R.9.16S,Sg.M.H.5.16S,Rectum,Feces,0.810828922
2,Sg.M.I.1.16S,Sg.M.H.6.16S,Small intestine,Feces,0.508403296
2,Sg.M.I.10.16S,Sg.M.H.6.16S,Small intestine,Feces,0.606096495
2,Sg.M.I.2.16S,Sg.M.H.6.16S,Small intestine,Feces,0.411169934
2,Sg.M.I.3.16S,Sg.M.H.6.16S,Small intestine,Feces,0.359020086
2,Sg.M.I.4.16S,Sg.M.H.6.16S,Small intestine,Feces,0.998559273
2,Sg.M.I.5.16S,Sg.M.H.6.16S,Small intestine,Feces,0.465104755
2,Sg.M.I.6.16S,Sg.M.H.6.16S,Small intestine,Feces,0.610200341
2,Sg.M.I.7.16S,Sg.M.H.6.16S,Small intestine,Feces,0.606461253
2,Sg.M.I.8.16S,Sg.M.H.6.16S,Small intestine,Feces,0.99183192
2,Sg.M.I.9.16S,Sg.M.H.6.16S,Small intestine,Feces,0.57710208
2,Sg.M.R.1.16S,Sg.M.H.6.16S,Rectum,Feces,0.616935678
2,Sg.M.R.10.16S,Sg.M.H.6.16S,Rectum,Feces,0.579880482
2,Sg.M.R.2.16S,Sg.M.H.6.16S,Rectum,Feces,0.38538068
2,Sg.M.R.3.16S,Sg.M.H.6.16S,Rectum,Feces,0.410891917
2,Sg.M.R.4.16S,Sg.M.H.6.16S,Rectum,Feces,0.945388806
2,Sg.M.R.5.16S,Sg.M.H.6.16S,Rectum,Feces,0.46924213
2,Sg.M.R.6.16S,Sg.M.H.6.16S,Rectum,Feces,0.022160103
2,Sg.M.R.7.16S,Sg.M.H.6.16S,Rectum,Feces,0.592747754
2,Sg.M.R.8.16S,Sg.M.H.6.16S,Rectum,Feces,0.463551381
2,Sg.M.R.9.16S,Sg.M.H.6.16S,Rectum,Feces,0.588007708
2,Sg.M.I.1.16S,Sg.M.H.7.16S,Small intestine,Feces,0.755201278
2,Sg.M.I.10.16S,Sg.M.H.7.16S,Small intestine,Feces,0.642942243
2,Sg.M.I.2.16S,Sg.M.H.7.16S,Small intestine,Feces,0.662703671
2,Sg.M.I.3.16S,Sg.M.H.7.16S,Small intestine,Feces,0.61760875
2,Sg.M.I.4.16S,Sg.M.H.7.16S,Small intestine,Feces,0.999349885
2,Sg.M.I.5.16S,Sg.M.H.7.16S,Small intestine,Feces,0.758835106
2,Sg.M.I.6.16S,Sg.M.H.7.16S,Small intestine,Feces,0.708220993
2,Sg.M.I.7.16S,Sg.M.H.7.16S,Small intestine,Feces,0.048842764
2,Sg.M.I.8.16S,Sg.M.H.7.16S,Small intestine,Feces,0.99513743
2,Sg.M.I.9.16S,Sg.M.H.7.16S,Small intestine,Feces,0.625628191
2,Sg.M.R.1.16S,Sg.M.H.7.16S,Rectum,Feces,0.558415498
2,Sg.M.R.10.16S,Sg.M.H.7.16S,Rectum,Feces,0.66589009
2,Sg.M.R.2.16S,Sg.M.H.7.16S,Rectum,Feces,0.529971075
2,Sg.M.R.3.16S,Sg.M.H.7.16S,Rectum,Feces,0.46412834
2,Sg.M.R.4.16S,Sg.M.H.7.16S,Rectum,Feces,0.989339608
2,Sg.M.R.5.16S,Sg.M.H.7.16S,Rectum,Feces,0.746949009
2,Sg.M.R.6.16S,Sg.M.H.7.16S,Rectum,Feces,0.471266846
2,Sg.M.R.7.16S,Sg.M.H.7.16S,Rectum,Feces,0.039053012
2,Sg.M.R.8.16S,Sg.M.H.7.16S,Rectum,Feces,0.580161861
2,Sg.M.R.9.16S,Sg.M.H.7.16S,Rectum,Feces,0.638218945
2,Sg.M.I.1.16S,Sg.M.H.8.16S,Small intestine,Feces,0.778083475
2,Sg.M.I.10.16S,Sg.M.H.8.16S,Small intestine,Feces,0.784747446
2,Sg.M.I.2.16S,Sg.M.H.8.16S,Small intestine,Feces,0.711139639
2,Sg.M.I.3.16S,Sg.M.H.8.16S,Small intestine,Feces,0.658570684
2,Sg.M.I.4.16S,Sg.M.H.8.16S,Small intestine,Feces,0.9990772
2,Sg.M.I.5.16S,Sg.M.H.8.16S,Small intestine,Feces,0.77296343
2,Sg.M.I.6.16S,Sg.M.H.8.16S,Small intestine,Feces,0.809829012
2,Sg.M.I.7.16S,Sg.M.H.8.16S,Small intestine,Feces,0.678693666
2,Sg.M.I.8.16S,Sg.M.H.8.16S,Small intestine,Feces,0.99640617
2,Sg.M.I.9.16S,Sg.M.H.8.16S,Small intestine,Feces,0.759129244
2,Sg.M.R.1.16S,Sg.M.H.8.16S,Rectum,Feces,0.775438532
2,Sg.M.R.10.16S,Sg.M.H.8.16S,Rectum,Feces,0.791085735
2,Sg.M.R.2.16S,Sg.M.H.8.16S,Rectum,Feces,0.651400088
2,Sg.M.R.3.16S,Sg.M.H.8.16S,Rectum,Feces,0.685010835
2,Sg.M.R.4.16S,Sg.M.H.8.16S,Rectum,Feces,0.766328001
2,Sg.M.R.5.16S,Sg.M.H.8.16S,Rectum,Feces,0.770101987
2,Sg.M.R.6.16S,Sg.M.H.8.16S,Rectum,Feces,0.500682019
2,Sg.M.R.7.16S,Sg.M.H.8.16S,Rectum,Feces,0.67012026
2,Sg.M.R.8.16S,Sg.M.H.8.16S,Rectum,Feces,0.050462263
2,Sg.M.R.9.16S,Sg.M.H.8.16S,Rectum,Feces,0.758907427
2,Sg.M.I.1.16S,Sg.M.H.9.16S,Small intestine,Feces,0.732632547
2,Sg.M.I.10.16S,Sg.M.H.9.16S,Small intestine,Feces,0.512702153
2,Sg.M.I.2.16S,Sg.M.H.9.16S,Small intestine,Feces,0.638411272
2,Sg.M.I.3.16S,Sg.M.H.9.16S,Small intestine,Feces,0.593796949
2,Sg.M.I.4.16S,Sg.M.H.9.16S,Small intestine,Feces,0.998307696
2,Sg.M.I.5.16S,Sg.M.H.9.16S,Small intestine,Feces,0.789706994
2,Sg.M.I.6.16S,Sg.M.H.9.16S,Small intestine,Feces,0.549241514
2,Sg.M.I.7.16S,Sg.M.H.9.16S,Small intestine,Feces,0.701523055
2,Sg.M.I.8.16S,Sg.M.H.9.16S,Small intestine,Feces,0.998568232
2,Sg.M.I.9.16S,Sg.M.H.9.16S,Small intestine,Feces,0.061992017
2,Sg.M.R.1.16S,Sg.M.H.9.16S,Rectum,Feces,0.598577082
2,Sg.M.R.10.16S,Sg.M.H.9.16S,Rectum,Feces,0.557176127
2,Sg.M.R.2.16S,Sg.M.H.9.16S,Rectum,Feces,0.435917483
2,Sg.M.R.3.16S,Sg.M.H.9.16S,Rectum,Feces,0.45962123
2,Sg.M.R.4.16S,Sg.M.H.9.16S,Rectum,Feces,0.785302681
2,Sg.M.R.5.16S,Sg.M.H.9.16S,Rectum,Feces,0.764023442
2,Sg.M.R.6.16S,Sg.M.H.9.16S,Rectum,Feces,0.50851671
2,Sg.M.R.7.16S,Sg.M.H.9.16S,Rectum,Feces,0.703010523
2,Sg.M.R.8.16S,Sg.M.H.9.16S,Rectum,Feces,0.661754128
2,Sg.M.R.9.16S,Sg.M.H.9.16S,Rectum,Feces,0.054852653
2,Sg.M.I.1.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.329855788
2,Sg.M.I.10.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.99501074
2,Sg.M.I.2.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.522333564
2,Sg.M.I.3.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.633637432
2,Sg.M.I.4.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.99988615
2,Sg.M.I.5.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.994786101
2,Sg.M.I.6.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.995104462
2,Sg.M.I.7.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.995711176
2,Sg.M.I.8.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.999806618
2,Sg.M.I.9.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.9931769
2,Sg.M.R.1.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.872766418
2,Sg.M.R.10.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.994782967
2,Sg.M.R.2.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.974709237
2,Sg.M.R.3.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.992975475
2,Sg.M.R.4.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.999407408
2,Sg.M.R.5.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.995183731
2,Sg.M.R.6.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.991862407
2,Sg.M.R.7.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.995535221
2,Sg.M.R.8.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.995004761
2,Sg.M.R.9.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.993205978
2,Sg.M.I.1.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.761976631
2,Sg.M.I.10.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.493076616
2,Sg.M.I.2.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.788492126
2,Sg.M.I.3.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.819529199
2,Sg.M.I.4.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.962414876
2,Sg.M.I.5.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.848485195
2,Sg.M.I.6.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.48040941
2,Sg.M.I.7.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.870690578
2,Sg.M.I.8.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.962770082
2,Sg.M.I.9.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.722560111
2,Sg.M.R.1.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.842191191
2,Sg.M.R.10.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.476924944
2,Sg.M.R.2.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.806933131
2,Sg.M.R.3.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.755431651
2,Sg.M.R.4.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.199503278
2,Sg.M.R.5.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.837227073
2,Sg.M.R.6.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.748183476
2,Sg.M.R.7.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.898135238
2,Sg.M.R.8.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.796960071
2,Sg.M.R.9.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.722883602
2,Sg.M.I.1.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.280083695
2,Sg.M.I.10.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.567457554
2,Sg.M.I.2.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.251601913
2,Sg.M.I.3.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.366371849
2,Sg.M.I.4.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.999360958
2,Sg.M.I.5.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.714271727
2,Sg.M.I.6.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.600182593
2,Sg.M.I.7.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.525524403
2,Sg.M.I.8.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.997349839
2,Sg.M.I.9.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.480298935
2,Sg.M.R.1.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.070458215
2,Sg.M.R.10.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.537081519
2,Sg.M.R.2.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.406141784
2,Sg.M.R.3.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.424265131
2,Sg.M.R.4.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.992155704
2,Sg.M.R.5.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.688132164
2,Sg.M.R.6.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.430088422
2,Sg.M.R.7.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.521741501
2,Sg.M.R.8.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.630904547
2,Sg.M.R.9.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.489039331
2,Sg.M.I.1.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.97842949
2,Sg.M.I.10.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.992328406
2,Sg.M.I.2.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.960967384
2,Sg.M.I.3.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.955162944
2,Sg.M.I.4.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.98019719
2,Sg.M.I.5.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.989744011
2,Sg.M.I.6.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.992923736
2,Sg.M.I.7.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.907154322
2,Sg.M.I.8.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.979998647
2,Sg.M.I.9.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.989341142
2,Sg.M.R.1.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.991980635
2,Sg.M.R.10.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.992491969
2,Sg.M.R.2.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.886416495
2,Sg.M.R.3.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.941736973
2,Sg.M.R.4.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.983491078
2,Sg.M.R.5.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.990976236
2,Sg.M.R.6.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.979857699
2,Sg.M.R.7.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.922439125
2,Sg.M.R.8.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.990426426
2,Sg.M.R.9.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.989300874
2,Sg.M.I.1.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.926123977
2,Sg.M.I.10.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,1
2,Sg.M.I.2.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.954086079
2,Sg.M.I.3.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.967115873
2,Sg.M.I.4.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.99276481
2,Sg.M.I.5.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.976970826
2,Sg.M.I.6.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.999849317
2,Sg.M.I.7.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.97678192
2,Sg.M.I.8.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.997917462
2,Sg.M.I.9.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.925108127
2,Sg.M.R.1.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.989073176
2,Sg.M.R.10.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.999722313
2,Sg.M.R.2.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.997339801
2,Sg.M.R.3.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.969330262
2,Sg.M.R.4.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.047193534
2,Sg.M.R.5.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.985856236
2,Sg.M.R.6.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.960192818
2,Sg.M.R.7.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.998666791
2,Sg.M.R.8.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.934689664
2,Sg.M.R.9.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.919385053
2,Sg.M.I.1.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.986742515
2,Sg.M.I.10.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.999025301
2,Sg.M.I.2.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.990119441
2,Sg.M.I.3.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.9926809
2,Sg.M.I.4.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.992539503
2,Sg.M.I.5.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.990076446
2,Sg.M.I.6.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.998901938
2,Sg.M.I.7.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.988344104
2,Sg.M.I.8.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.994040535
2,Sg.M.I.9.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.942530152
2,Sg.M.R.1.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.997962825
2,Sg.M.R.10.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.998861898
2,Sg.M.R.2.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.997098853
2,Sg.M.R.3.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.987539317
2,Sg.M.R.4.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.211540181
2,Sg.M.R.5.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.983430485
2,Sg.M.R.6.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.947797013
2,Sg.M.R.7.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.997709047
2,Sg.M.R.8.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.934752613
2,Sg.M.R.9.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.941543078
2,Sg.M.I.1.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.831104687
2,Sg.M.I.10.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.920178767
2,Sg.M.I.2.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.843265338
2,Sg.M.I.3.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.843402165
2,Sg.M.I.4.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.994127575
2,Sg.M.I.5.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.897911715
2,Sg.M.I.6.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.919855782
2,Sg.M.I.7.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.915202829
2,Sg.M.I.8.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.993184533
2,Sg.M.I.9.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.85667906
2,Sg.M.R.1.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.930674354
2,Sg.M.R.10.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.914228609
2,Sg.M.R.2.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.86266737
2,Sg.M.R.3.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.854339752
2,Sg.M.R.4.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.280322317
2,Sg.M.R.5.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.896543801
2,Sg.M.R.6.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.635735108
2,Sg.M.R.7.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.927944045
2,Sg.M.R.8.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.799387143
2,Sg.M.R.9.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.858806435
2,Sg.M.I.1.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,0.99718463
2,Sg.M.I.10.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,1
2,Sg.M.I.2.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,0.998336244
2,Sg.M.I.3.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,0.998833136
2,Sg.M.I.4.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,1
2,Sg.M.I.5.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,1
2,Sg.M.I.6.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,1
2,Sg.M.I.7.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,0.926602114
2,Sg.M.I.8.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,1
2,Sg.M.I.9.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,0.999956553
2,Sg.M.R.1.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.999653408
2,Sg.M.R.10.16S,Sg.M.HC.7.16S,Rectum,Cloaca,1
2,Sg.M.R.2.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.920664935
2,Sg.M.R.3.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.961601278
2,Sg.M.R.4.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.998735596
2,Sg.M.R.5.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.999978122
2,Sg.M.R.6.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.999356393
2,Sg.M.R.7.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.939677239
2,Sg.M.R.8.16S,Sg.M.HC.7.16S,Rectum,Cloaca,1
2,Sg.M.R.9.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.99995163
2,Sg.M.I.1.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.993001619
2,Sg.M.I.10.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.999794815
2,Sg.M.I.2.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.994998159
2,Sg.M.I.3.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.996411184
2,Sg.M.I.4.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.990933755
2,Sg.M.I.5.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.984119049
2,Sg.M.I.6.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.999768587
2,Sg.M.I.7.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.984185987
2,Sg.M.I.8.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.994500794
2,Sg.M.I.9.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.935404906
2,Sg.M.R.1.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.99901187
2,Sg.M.R.10.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.999760529
2,Sg.M.R.2.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.999169523
2,Sg.M.R.3.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.979002922
2,Sg.M.R.4.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.121771805
2,Sg.M.R.5.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.988145882
2,Sg.M.R.6.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.952011735
2,Sg.M.R.7.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.999360914
2,Sg.M.R.8.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.92949341
2,Sg.M.R.9.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.932960809
2,Sg.M.I.1.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.963417104
2,Sg.M.I.10.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,1
2,Sg.M.I.2.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.976921088
2,Sg.M.I.3.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.983548293
2,Sg.M.I.4.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.990533792
2,Sg.M.I.5.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.977895844
2,Sg.M.I.6.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,1
2,Sg.M.I.7.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.979319833
2,Sg.M.I.8.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.995626567
2,Sg.M.I.9.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.928192939
2,Sg.M.R.1.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.994793566
2,Sg.M.R.10.16S,Sg.M.HC.9.16S,Rectum,Cloaca,1
2,Sg.M.R.2.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.999042923
2,Sg.M.R.3.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.971015449
2,Sg.M.R.4.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.061805744
2,Sg.M.R.5.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.986544569
2,Sg.M.R.6.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.961841957
2,Sg.M.R.7.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.999460281
2,Sg.M.R.8.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.937591476
2,Sg.M.R.9.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.922557298
