OTUID,2%,9%,25%,50%,75%,91%,98%
0f4013b00115275df5e0ab6306716e8e,16.34,24.53,32.75,104.5,692.5,1759.42,2526.76
929805da29bce3a9838d81700d0a5770,5.4,24.3,31.75,103,241,322.86,508.08
a16986411ff8c5714b2ba245262b5f95,7.2,32.4,44.25,84,202.25,895.64,1434.92
ab37861a579863cd2498da8b71927083,0,0,11.75,51,103.5,181.07,277.46
01993aba463e74b6c31b2cebdc8f5ff1,0,0,0,36.5,53,367.83,1285.74
82c448c1808ec28bd3b550b0460519cb,0,0,0,35,131.5,214.36,242.08
95d5c26e5a939615d46e26659e68afcb,0,0,4.5,30,54,108.1,164.8
295eb9c03cf14b573bd8228499819e32,0,0,0,22,79.25,186.16,226.48
81b50cbc69b355d6a2207d370e9634c5,0,0,0,17,168.75,11219.21,12453.38
f59c9661f4e154b8d6eadff955089368,0,0,2.75,16.5,94.25,216.03,302.34
3ccb3cc712e0db60d7f9b06bde056a8a,0,0,0,13.5,62,163.67,222.26
5bbd6726850e3b938ef0b5b9c2493a37,0,0,0,13.5,29.5,100.03,123.34
5b417a0a0068c9b6e23752143b558bc4,0,0,0,11.5,195.5,11542.49,12784.22
f56e8ecfac5f476636eb05564abe289b,0,0,0,11,84.25,183.31,403.18
d09ac2719179ce445475d19f361713b1,0,0,0,9,54.5,127.7,335.6
931b95c7ec8076f15d2647ce159fce8f,0,0,0,9,124.25,173.79,199.62
4bd70e9335f891aaa8789b1d4ea09d2a,0,0,0,8.5,142.75,165.71,171.38
3d5b21ec3c1f0646ee21d64a7dca127b,0,0,0,8.5,28.75,545.47,553.66
020735da7f69488e303574c6a67ed6e6,0,0,0,8.5,31,226.34,847.52
e6d4211c886ef09dc5fb9a548b37647d,0,0,0,8.5,75.75,230.3,589.4
e30b930baec22de45d2af23695a76350,0,0,0,7,64.75,154.9,224.2
31de3d22f5b19325735267725f1f49e8,0,0,0,7,33.25,57.19,120.82
c54feaed94b53803cf5bad847674d8b2,0,0,0,6.5,212,395.18,472.04
cf0528bcf467f1a764ed7caa97055979,0,0,0,6,22.25,63.61,75.58
e541825ce8b86c18c3108e8dc20a1675,0,0,0,6,401.5,1122.71,2073.38
fbf3c5b21400f08273beb8d47cfa8950,0,0,0,5.5,52.25,494.58,1806.24
164e4fca30de95fedbb6f801f1b6425e,0,0,0,5,14.5,22.42,33.76
2f5ec89a25d4b087dc0c00ffa4ba8946,0,0,0,4.5,28.25,80.19,206.82
4b7cb404fec4c215f8d9180c1c55a1a8,0,0,0,3.5,10.75,123.97,478.66
4f38747c471b916678b11b424288eba1,0,0,0,3.5,20.75,47.6,72.8
ff6daec569f11e8ecd88a1eb1f6d0678,0,0,0,2,35,79.19,142.82
3f2fa448ee31928a1acd85149d7bc88e,0,0,0,1.5,24,43.92,86.76
