q,ID1,ID2,DT,Non_lethal,Turnover
0,Sg.M.R.7.16S,Sg.M.H.6.16S,Rectum,Feces,0.729622266
0,Sg.M.R.8.16S,Sg.M.H.6.16S,Rectum,Feces,0.644549763
0,Sg.M.R.9.16S,Sg.M.H.6.16S,Rectum,Feces,0.710955711
0,Sg.M.I.1.16S,Sg.M.H.7.16S,Small intestine,Feces,0.942307692
0,Sg.M.I.10.16S,Sg.M.H.7.16S,Small intestine,Feces,0.705722071
0,Sg.M.I.2.16S,Sg.M.H.7.16S,Small intestine,Feces,0.896226415
0,Sg.M.I.3.16S,Sg.M.H.7.16S,Small intestine,Feces,0.87037037
0,Sg.M.I.4.16S,Sg.M.H.7.16S,Small intestine,Feces,0.971830986
0,Sg.M.I.5.16S,Sg.M.H.7.16S,Small intestine,Feces,0.698863636
0,Sg.M.I.6.16S,Sg.M.H.7.16S,Small intestine,Feces,0.757763975
0,Sg.M.I.7.16S,Sg.M.H.7.16S,Small intestine,Feces,0.310204082
0,Sg.M.I.8.16S,Sg.M.H.7.16S,Small intestine,Feces,0.755274262
0,Sg.M.I.9.16S,Sg.M.H.7.16S,Small intestine,Feces,0.764705882
0,Sg.M.R.1.16S,Sg.M.H.7.16S,Rectum,Feces,0.660818713
0,Sg.M.R.10.16S,Sg.M.H.7.16S,Rectum,Feces,0.701492537
0,Sg.M.R.2.16S,Sg.M.H.7.16S,Rectum,Feces,0.665634675
0,Sg.M.R.3.16S,Sg.M.H.7.16S,Rectum,Feces,0.716981132
0,Sg.M.R.4.16S,Sg.M.H.7.16S,Rectum,Feces,0.862068966
0,Sg.M.R.5.16S,Sg.M.H.7.16S,Rectum,Feces,0.655011655
0,Sg.M.R.6.16S,Sg.M.H.7.16S,Rectum,Feces,0.694915254
0,Sg.M.R.7.16S,Sg.M.H.7.16S,Rectum,Feces,0.342205323
0,Sg.M.R.8.16S,Sg.M.H.7.16S,Rectum,Feces,0.662921348
0,Sg.M.R.9.16S,Sg.M.H.7.16S,Rectum,Feces,0.761061947
0,Sg.M.I.1.16S,Sg.M.H.8.16S,Small intestine,Feces,0.936507937
0,Sg.M.I.10.16S,Sg.M.H.8.16S,Small intestine,Feces,0.654501217
0,Sg.M.I.2.16S,Sg.M.H.8.16S,Small intestine,Feces,0.8984375
0,Sg.M.I.3.16S,Sg.M.H.8.16S,Small intestine,Feces,0.884615385
0,Sg.M.I.4.16S,Sg.M.H.8.16S,Small intestine,Feces,0.968871595
0,Sg.M.I.5.16S,Sg.M.H.8.16S,Small intestine,Feces,0.616161616
0,Sg.M.I.6.16S,Sg.M.H.8.16S,Small intestine,Feces,0.699453552
0,Sg.M.I.7.16S,Sg.M.H.8.16S,Small intestine,Feces,0.573033708
0,Sg.M.I.8.16S,Sg.M.H.8.16S,Small intestine,Feces,0.772241993
0,Sg.M.I.9.16S,Sg.M.H.8.16S,Small intestine,Feces,0.750465549
0,Sg.M.R.1.16S,Sg.M.H.8.16S,Rectum,Feces,0.621761658
0,Sg.M.R.10.16S,Sg.M.H.8.16S,Rectum,Feces,0.653021442
0,Sg.M.R.2.16S,Sg.M.H.8.16S,Rectum,Feces,0.683923706
0,Sg.M.R.3.16S,Sg.M.H.8.16S,Rectum,Feces,0.73480663
0,Sg.M.R.4.16S,Sg.M.H.8.16S,Rectum,Feces,0.84057971
0,Sg.M.R.5.16S,Sg.M.H.8.16S,Rectum,Feces,0.577167019
0,Sg.M.R.6.16S,Sg.M.H.8.16S,Rectum,Feces,0.631782946
0,Sg.M.R.7.16S,Sg.M.H.8.16S,Rectum,Feces,0.578947368
0,Sg.M.R.8.16S,Sg.M.H.8.16S,Rectum,Feces,0.321063395
0,Sg.M.R.9.16S,Sg.M.H.8.16S,Rectum,Feces,0.733870968
0,Sg.M.I.1.16S,Sg.M.H.9.16S,Small intestine,Feces,0.925
0,Sg.M.I.10.16S,Sg.M.H.9.16S,Small intestine,Feces,0.774294671
0,Sg.M.I.2.16S,Sg.M.H.9.16S,Small intestine,Feces,0.87804878
0,Sg.M.I.3.16S,Sg.M.H.9.16S,Small intestine,Feces,0.869047619
0,Sg.M.I.4.16S,Sg.M.H.9.16S,Small intestine,Feces,0.927272727
0,Sg.M.I.5.16S,Sg.M.H.9.16S,Small intestine,Feces,0.848684211
0,Sg.M.I.6.16S,Sg.M.H.9.16S,Small intestine,Feces,0.810218978
0,Sg.M.I.7.16S,Sg.M.H.9.16S,Small intestine,Feces,0.805429864
0,Sg.M.I.8.16S,Sg.M.H.9.16S,Small intestine,Feces,0.904761905
0,Sg.M.I.9.16S,Sg.M.H.9.16S,Small intestine,Feces,0.442696629
0,Sg.M.R.1.16S,Sg.M.H.9.16S,Rectum,Feces,0.80952381
0,Sg.M.R.10.16S,Sg.M.H.9.16S,Rectum,Feces,0.805225653
0,Sg.M.R.2.16S,Sg.M.H.9.16S,Rectum,Feces,0.774545455
0,Sg.M.R.3.16S,Sg.M.H.9.16S,Rectum,Feces,0.814814815
0,Sg.M.R.4.16S,Sg.M.H.9.16S,Rectum,Feces,0.836956522
0,Sg.M.R.5.16S,Sg.M.H.9.16S,Rectum,Feces,0.832020997
0,Sg.M.R.6.16S,Sg.M.H.9.16S,Rectum,Feces,0.745283019
0,Sg.M.R.7.16S,Sg.M.H.9.16S,Rectum,Feces,0.811715481
0,Sg.M.R.8.16S,Sg.M.H.9.16S,Rectum,Feces,0.778337531
0,Sg.M.R.9.16S,Sg.M.H.9.16S,Rectum,Feces,0.396039604
0,Sg.M.I.1.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.875
0,Sg.M.I.10.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.958115183
0,Sg.M.I.2.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.666666667
0,Sg.M.I.3.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.7
0,Sg.M.I.4.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.891891892
0,Sg.M.I.5.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.920454545
0,Sg.M.I.6.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.945205479
0,Sg.M.I.7.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.961783439
0,Sg.M.I.8.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.868852459
0,Sg.M.I.9.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.981072555
0,Sg.M.R.1.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.891566265
0,Sg.M.R.10.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.965870307
0,Sg.M.R.2.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.918367347
0,Sg.M.R.3.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.943661972
0,Sg.M.R.4.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.892857143
0,Sg.M.R.5.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.936758893
0,Sg.M.R.6.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.97972973
0,Sg.M.R.7.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.965714286
0,Sg.M.R.8.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.955390335
0,Sg.M.R.9.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.97826087
0,Sg.M.I.1.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.82278481
0,Sg.M.I.10.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.621848739
0,Sg.M.I.2.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.807228916
0,Sg.M.I.3.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.83908046
0,Sg.M.I.4.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.880952381
0,Sg.M.I.5.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.811659193
0,Sg.M.I.6.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.512953368
0,Sg.M.I.7.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.867036011
0,Sg.M.I.8.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.796296296
0,Sg.M.I.9.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.857142857
0,Sg.M.R.1.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.812206573
0,Sg.M.R.10.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.694117647
0,Sg.M.R.2.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.81443299
0,Sg.M.R.3.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.788359788
0,Sg.M.R.4.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.825242718
0,Sg.M.R.5.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.793333333
0,Sg.M.R.6.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.854227405
0,Sg.M.R.7.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.894206549
0,Sg.M.R.8.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.848101266
0,Sg.M.R.9.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.86996904
0,Sg.M.I.1.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.785234899
0,Sg.M.I.10.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.720779221
0,Sg.M.I.2.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.725490196
0,Sg.M.I.3.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.732484076
0,Sg.M.I.4.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.948051948
0,Sg.M.I.5.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.692832765
0,Sg.M.I.6.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.711026616
0,Sg.M.I.7.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.754060325
0,Sg.M.I.8.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.797752809
0,Sg.M.I.9.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.824884793
0,Sg.M.R.1.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.250883392
0,Sg.M.R.10.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.731707317
0,Sg.M.R.2.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.696969697
0,Sg.M.R.3.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.752895753
0,Sg.M.R.4.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.87283237
0,Sg.M.R.5.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.691891892
0,Sg.M.R.6.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.786924939
0,Sg.M.R.7.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.764453961
0,Sg.M.R.8.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.704663212
0,Sg.M.R.9.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.82697201
0,Sg.M.I.1.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.708333333
0,Sg.M.I.10.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.884057971
0,Sg.M.I.2.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.576923077
0,Sg.M.I.3.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.392857143
0,Sg.M.I.4.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.849056604
0,Sg.M.I.5.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.833333333
0,Sg.M.I.6.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.87654321
0,Sg.M.I.7.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.896969697
0,Sg.M.I.8.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.714285714
0,Sg.M.I.9.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.915915916
0,Sg.M.R.1.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.824175824
0,Sg.M.R.10.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.902912621
0,Sg.M.R.2.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.73006135
0,Sg.M.R.3.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.82278481
0,Sg.M.R.4.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.777777778
0,Sg.M.R.5.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.851301115
0,Sg.M.R.6.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.884615385
0,Sg.M.R.7.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.901639344
0,Sg.M.R.8.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.894736842
0,Sg.M.R.9.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.917808219
0,Sg.M.I.1.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.866666667
0,Sg.M.I.10.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,1
0,Sg.M.I.2.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.941176471
0,Sg.M.I.3.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.947368421
0,Sg.M.I.4.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.828571429
0,Sg.M.I.5.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.965517241
0,Sg.M.I.6.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.972222222
0,Sg.M.I.7.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.955128205
0,Sg.M.I.8.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.966101695
0,Sg.M.I.9.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.961904762
0,Sg.M.R.1.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.975609756
0,Sg.M.R.10.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.986254296
0,Sg.M.R.2.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.944827586
0,Sg.M.R.3.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.957142857
0,Sg.M.R.4.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.703703704
0,Sg.M.R.5.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.952191235
0,Sg.M.R.6.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.952380952
0,Sg.M.R.7.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.982758621
0,Sg.M.R.8.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.970037453
0,Sg.M.R.9.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.95620438
0,Sg.M.I.1.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.866666667
0,Sg.M.I.10.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.989417989
0,Sg.M.I.2.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.764705882
0,Sg.M.I.3.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.789473684
0,Sg.M.I.4.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.885714286
0,Sg.M.I.5.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.954022989
0,Sg.M.I.6.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.986111111
0,Sg.M.I.7.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.961538462
0,Sg.M.I.8.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.898305085
0,Sg.M.I.9.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.961904762
0,Sg.M.R.1.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.963414634
0,Sg.M.R.10.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.993127148
0,Sg.M.R.2.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.944827586
0,Sg.M.R.3.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.942857143
0,Sg.M.R.4.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.777777778
0,Sg.M.R.5.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.952191235
0,Sg.M.R.6.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.952380952
0,Sg.M.R.7.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.977011494
0,Sg.M.R.8.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.962546816
0,Sg.M.R.9.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.96350365
0,Sg.M.I.1.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.867768595
0,Sg.M.I.10.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.792857143
0,Sg.M.I.2.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.84
0,Sg.M.I.3.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.860465116
0,Sg.M.I.4.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.904761905
0,Sg.M.I.5.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.728301887
0,Sg.M.I.6.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.778723404
0,Sg.M.I.7.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.801488834
0,Sg.M.I.8.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.773333333
0,Sg.M.I.9.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.768472906
0,Sg.M.R.1.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.819607843
0,Sg.M.R.10.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.848167539
0,Sg.M.R.2.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.711864407
0,Sg.M.R.3.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.757575758
0,Sg.M.R.4.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.765517241
0,Sg.M.R.5.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.754385965
0,Sg.M.R.6.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.506493506
0,Sg.M.R.7.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.813211845
0,Sg.M.R.8.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.731843575
0,Sg.M.R.9.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.78630137
0,Sg.M.I.1.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,0.913043478
0,Sg.M.I.10.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,1
0,Sg.M.I.2.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,0.925925926
0,Sg.M.I.3.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,0.935483871
0,Sg.M.I.4.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,1
0,Sg.M.I.5.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,1
0,Sg.M.I.6.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,1
0,Sg.M.I.7.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,0.986885246
0,Sg.M.I.8.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,1
0,Sg.M.I.9.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,0.993506494
0,Sg.M.R.1.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.987261146
0,Sg.M.R.10.16S,Sg.M.HC.7.16S,Rectum,Cloaca,1
0,Sg.M.R.2.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.971014493
0,Sg.M.R.3.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.984962406
0,Sg.M.R.4.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.957446809
0,Sg.M.R.5.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.991803279
0,Sg.M.R.6.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.986062718
0,Sg.M.R.7.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.988269795
0,Sg.M.R.8.16S,Sg.M.HC.7.16S,Rectum,Cloaca,1
0,Sg.M.R.9.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.992509363
0,Sg.M.I.1.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.851851852
0,Sg.M.I.10.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.989247312
0,Sg.M.I.2.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.806451613
0,Sg.M.I.3.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.828571429
0,Sg.M.I.4.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.875
0,Sg.M.I.5.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.964912281
0,Sg.M.I.6.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.985815603
0,Sg.M.I.7.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.96763754
0,Sg.M.I.8.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.928571429
0,Sg.M.I.9.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.974358974
0,Sg.M.R.1.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.97515528
0,Sg.M.R.10.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.993055556
0,Sg.M.R.2.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.957746479
0,Sg.M.R.3.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.95620438
0,Sg.M.R.4.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.843137255
0,Sg.M.R.5.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.967741935
0,Sg.M.R.6.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.958762887
0,Sg.M.R.7.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.982608696
0,Sg.M.R.8.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.96969697
0,Sg.M.R.9.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.970479705
0,Sg.M.I.1.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.925925926
0,Sg.M.I.10.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,1
0,Sg.M.I.2.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.870967742
0,Sg.M.I.3.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.885714286
0,Sg.M.I.4.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.875
0,Sg.M.I.5.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.976608187
0,Sg.M.I.6.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,1
0,Sg.M.I.7.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.96763754
0,Sg.M.I.8.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.964285714
0,Sg.M.I.9.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.974358974
0,Sg.M.R.1.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.98757764
0,Sg.M.R.10.16S,Sg.M.HC.9.16S,Rectum,Cloaca,1
0,Sg.M.R.2.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.971830986
0,Sg.M.R.3.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.98540146
0,Sg.M.R.4.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.843137255
0,Sg.M.R.5.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.959677419
0,Sg.M.R.6.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.965635739
0,Sg.M.R.7.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.982608696
0,Sg.M.R.8.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.96969697
0,Sg.M.R.9.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.970479705
