OTUID	Sg.M.HC.1.16S	Sg.M.HC.2.16S	Sg.M.HC.3.16S	Sg.M.HC.10.16S	Sg.M.HC.4.16S	Sg.M.HC.5.16S	Sg.M.HC.6.16S	Sg.M.HC.7.16S	Sg.M.HC.8.16S	Sg.M.HC.9.16S	Sg.M.R.1.16S	Sg.M.R.2.16S	Sg.M.R.3.16S	Sg.M.R.10.16S	Sg.M.R.4.16S	Sg.M.R.5.16S	Sg.M.R.6.16S	Sg.M.R.7.16S	Sg.M.R.8.16S	Sg.M.R.9.16S
d7f396ecd372fbbf69cf10034520eb99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
8d6a38a97a6a33d97302a6ab3404a70e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0
cd42c24f008fcca14814c583182211e4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68345111fc9a4e190916949d9f2e7a1a	0	25	0	0	0	0	0	0	0	0	35	0	0	0	0	74	0	0	45	0
9acd8a4948892cf90087db3f6ffd2620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9a388672ef0064ac708688aca403fab6	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	17	61	0	41	29
244107d6482aeb20bd564cf2c0b31881	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
73d5247ebd5628adcd903559c9c5cf01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7b11b3e6df0c3464eb20136d4d27239d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0
99a93cb5bb17106e32c49b9979125cea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
f68a0b16906d90559cfd5493f8e07247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
2364000784a57f89cf0fe95d0e20e902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
d149cc7b3ca9038d01a812854811fd38	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	24	0	0	0	0
eb74d6c3164df5c483c6f47bf261da98	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
f56016477bf572b91b829a748c2f78db	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0
0ca26ab8479e83811bbe36b7969e2823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0
2f8bc825ba3e38a519a853a3ac991f1c	0	6	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ce272b2de05042945d7cba8e14de0f93	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0
d13e9a87b06284e228912debbabd090f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
664f869e28a3949cfd39d4e3f992b26c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	62	20	0
2032f3b9969ddbbe5d4d4df80f70efe1	0	0	0	5	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
e17039f15337254bd2763b00f659fc3e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130
a3b737b79c3991c9af98ba90e08bf899	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0
d3d16ce609ab2b1c1d64bbc4b80b9260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9ef82f0df184e6eb00dc0249676798a3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
9f7bea924e8fd700cdb20a545897bc69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f0a134d3b512c8bf5408898edc18fdec	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
ca79235f01779b9d67ec222459bccff0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b618ac816b8cb59acf85abc17c6530d6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
cbe3d19a7c83208ee75de8048464c4cc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01edd53eeb2aab1dcd71b4f1f55d05a4	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	80	342	0	97	120
6f4a502cae1a1e4a44302eedd69b6a1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	16	0	0
7cc503ed6db8361c2e14b0f299a58df7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	304	92	0	0
18a3598897223642e092cf1a3b0f9b60	0	0	0	0	0	0	8	0	0	0	0	0	46	56	0	0	144	0	21	0
5fae701def594df66f61c4fa30f25f27	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	246	0
dd885291b20519f2f2d1ec3dbc77b1b9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
ba1dc6928a6d34d1a5dba7e161ba26ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218911355588324a12681a40710391cf	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	61	0	0	53	0
657ba8c0449727b2c7eb3c9328cbfa03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ad527676fd8412e9a8c6c92496f086e6	0	14	0	0	0	0	0	0	0	0	18	0	20	0	0	81	0	0	0	0
f04b3989df92c5eaa5cc3184c86d82f0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0
31454e9c2fa765c6f79d00856ae7412e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0
66d16aa90855eb8eeebbe8ed1a13e2f0	0	0	0	0	0	0	13	0	0	0	0	0	16	0	0	0	149	0	0	477
6ec61c91bcb7a218d456e940ad0d92eb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
6695396f5461c2a81ff54ee3d076e648	0	0	0	0	0	0	4	0	0	0	0	0	20	0	0	0	43	0	30	0
7a0064ba5ceca7eed2a45cd79876f5d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b35d42fb642012eda63f9b90405cd3ef	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	54	0	0	0
1fbf9d823ddaf472cbe57190a6a9b724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265535fb176f8b386c6500dcf21a517f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84
e4357a3c7febf83be19c07dda25a30c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0
19403bde777b6a4f7864e1d1e27a3659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
f7a4188d27dbb3091105dab5f6e36805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
ab76a267c168a4e6a2ea5f8a1a51db94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	0	0
0fcce44f10a956f9e8ae4548ad43457d	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
356a8bad3a1d78e0a3fad5080dd53210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115cb0d9c309cca73c79f1088c3c1b49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
63ed7a8d51c2505f021760566595b2b6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66
0238fc3beadf1d5961f202a1b85efdad	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	38	0	0	0
3d3f9a74410a867646ad1b3a1a219a05	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	19	0	0	0
130a31205579d259d631095695b06184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0
4ae088db98475096e0ebe5c5f7db5882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
8be2022ff505ceeb7bd66c5a32f3a7d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
22d7184cd858530b22b309452b109b29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0
890a8172ccc3133f6e6e7e03e4f4bb8b	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
673379cd9d82317b181de0b060da4477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
7c7759fb6f3d6164154892b478635642	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	84	0
e69b29548d664376aa6d8855317d2833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
3f4bf3e830d6b3af189d11c132ac74ed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1101	0	0
0514eeb24e15d56c2e424b0cb54baeb0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0
98fe1bdec256f6dd8c7f7ef9bc3056fb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8fa7e6d4781a65501c2d398a96cfa3c4	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
90b11c97304d95d4027fc83971659d54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d81283ccb526863e6be5f283c528b928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0
7e2e78a9729f2b4c1c14a3ae0ba02c90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	14	0	48
b018b81cc161f654d018e7dc9d5b013f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
bca80c84a9c963662df8997fdedb23ce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
1ab6122e5a25db3427342a3913c4d165	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
5497318e515a8c328a68f95975d9c7d4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fb9f91c230127e162b75c70cf024be3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0	0
15e39d0978a2324ae868fa4fc0886b95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
766ce8e61917254b65b9bd0080a454fb	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	71	0	67	16	73
7e5e3b94e9969d40a06252d41ebfd020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0
69dd513738245267a58eff2c5e1a5026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fe8d095088b94fe96467430c4b3c62c6	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	31	88	0	41	0
d18ab172a643d749108718c232dfdabf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8fc43367957d2559e77ba931c3f951a0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	42	230	0	0	0
e2e204b1acf8c7b3db94d3e1babcae8c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0
238140147ba317ae54c90e66960e22bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	9
5be32839be6c9d66ba8d92ede383f8e6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
de49850d639a7b09f6c11387c01f5757	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	60	150	0	0	0
b2dc66d9fb441733fc99e6315adea8b9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59
101115b2728c2c096a6e97638e8d2bec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269b045ab36e697315b2c195d14cf687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
6362359ab242c1213ed345a210e949da	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
d62fa3dfb901069ebd79ac5fc5acd1fe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
7f97c226c894d72704dcc00bc62a6409	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
335b90652b6be46d4319c3f9f60721e3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
65931ca6423e90d7e257b6901bc78e06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
de230e564aca24708f3601cb7e48cdde	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
09955676c12875dd721fe3ff45edeaa5	0	0	0	0	0	0	6	0	0	0	0	18	47	89	0	82	325	31	40	0
7bb46f6ad6f866867edcf4b4cda93c50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a1a7d3362a2f4e3bb2b0f088b9a6b84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
a5856b277892edecb674b54235e9c3f9	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	71	87	40	0	0
9104c4b42757f253f35768d341c2a32b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ad92a0e5347f27cf7086ed3db08e41d3	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	23	0	0
f46081b0047d95610022d73e39964ce4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	0	181
0f45b96953db5b0b58e2138aee3ed697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ae8d5fbe17dc52c3dd3f85e6e379f6a3	0	18	0	0	0	0	4	0	0	0	16	16	9	23	0	58	259	219	141	17
88cb0af74ebb813b249b69fb1342afe4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	49	0
f860b2e05b5e2b6e0f99de17b7029254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
945edf42a6a4e148968c31cab25c6aad	0	0	0	0	0	0	20	0	0	0	0	46	0	0	0	0	206	0	0	408
ce10674f4df292c0286e43268187cbeb	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0
d09ac2719179ce445475d19f361713b1	0	35	0	0	0	0	19	0	0	0	0	167	0	106	0	185	66	544	61	56
9d00dece127686e149e43c838475ac7f	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	72	0	0	56
ab90ac683e9423b8edca9ee11b5d129f	0	0	0	0	0	0	0	0	0	0	0	0	14	50	0	67	0	85	95	0
9f6a1c142975ab6a381eaf604c12b813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8f55493bf14974776fcfcb6e85f3bb9d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0
07db7236c34176dbb9da3e966164989e	0	0	0	13	0	0	0	0	0	0	0	0	0	52	0	0	0	0	5	20
0cf5633d0acee262e87da3db80a9baaf	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0
1eb8ccd8503ebc49525110a5d9475dd8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b326b74bbd803234d609305fca3c9581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0
35d8befe2a06f232394186b95e8c1413	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	73	0	0	0
608366f84d69c7b87c6da3004d7c9fb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
d91ab319b7d651ae12941f574432d760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e334b9f66d3e53431edc3e8ac10bebcf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82c448c1808ec28bd3b550b0460519cb	0	0	0	0	0	0	0	0	0	0	13	0	92	309	0	432	125	368	33	203
fc8d5e9ee604b85bb84682fd1c259d2c	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	26
1d60e4d996ce10a25bc2aa4c14995595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
4625893ffbfff7ee54decdaf2a2f1685	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
648f1e3569e1b98a35eb4beb5e5d3e39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f12a0a185eac530144304b1b954cfcd7	0	17	0	0	0	0	0	0	0	0	11	0	0	0	0	0	8	0	0	9
26edf7034861fee25cdbd5122b43ac4c	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	46	0	0	0	0
419dfeeb324ee204ea04ea65fe01c81e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
540721b4095a2a1f6d2546c5bda83fd6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
6322057404148a884d29303d62880b0d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	56	0	0
718fd5649f65dd9b5d717d153e63fa46	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	9	26	21	17	0
8b74089f59b28e641f2c8c736707f8b2	1245	372	41	48	157	10	33	27	23	117	146	25	0	0	0	0	0	0	0	0
c4f449df4557bfb801a92e2c804dd0df	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0
bf1703b850cb89d89fd040af4135d111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
f330a8d2204597dbe97585c4185570bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	160	91
792e40f5167f6b4c7ac4152e2492628d	0	0	0	0	0	0	0	0	0	0	13	0	17	65	0	238	0	0	0	0
253cac77622beee67585984850f4ea44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9c9b52545de5f778018c4460740a6c38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
7af20c6ce9e237d8c8412b654e9b1fc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
7cebeaa2d83ee4352865c038085652c2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0
ab2bfb86c1caa884497b8339f51705e6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	44	67	0	0
14038a6daeeb8849503a43d30ba33870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70
806210c1d2d75d4828f504c26a708574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0
e872f98a41e86a9ee72b5bb076bc654e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
0693e53ee44b21d04dcdccde50333172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b24f5838b3586b1cb541d14ac5289861	3	25	9	0	0	0	0	0	0	0	46	74	0	0	0	22	0	61	173	0
5d1f5d4d7f3abcec9f638c9a5c061396	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	8	6	62	0	0
990ca7dc83ec1f7499b25325f985cce0	4	66	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0
001efeae1a41041d6b1f322035330f0a	0	50	0	0	0	0	0	0	0	0	42	0	0	62	0	0	0	154	127	0
6400ad43ebeebb0c2b35152734547a2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0
1d0f4ddd857e20436e273377def48d1d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
eba65a6c0226fad41ee9dff264ecd62d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	9	16
49929e26955dd27c82c6b08d5b2b3cfe	0	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0
f6ae3ee42fe3b84bd2ada3734ec95206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0
64166f47efaac9c63010f41e448826dd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
2d3e1968b7f19f8d525a74ef5992e374	0	24	0	0	0	0	0	0	0	0	37	0	0	398	0	0	0	416	38	0
94d3159e4d89ed3dde831775007a1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
902d8f67d3ef7fec32c8b3b3c1ad0ba3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aceb457aaa6b12da1ec4f2492cc2053f	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	14	15	0
f2d1298355f69631523b124eda05a5af	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
94a8abb548d015b773eb15b46c5daf02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304db80bed00f5f3cbc01ec11fa7361b	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
dd9f2fd3d7c05299d6b7f2b32e5947bd	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	11	0	47	9	0
238da5abd41c58899735e63f09ed728a	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
e3ceee21295f247607feacae4699f350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0
968bf771b4f1167372e878b29182dbba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
db56e5074702a5bc6ca3f45cc5dae9e5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	20
3329d7243c0c71ee2c28cd793810528c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b2224f4a4154eec47d85c01484f1637a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
f3f12ecd3f11fe56f6d01b419336f775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7189c282314c9826e230f52e04542e6c	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0
122274c5782288aa2049e783553a7515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0
8a85c8f48fab5f2a39775c78bdea726c	0	0	0	0	0	0	0	0	0	0	0	47	0	150	0	46	0	0	76	0
94f52f5d20084375d412a8f68f0dc2c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	21	0
6030dc2d5bf896cbfb70d859aedfd783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
f56e8ecfac5f476636eb05564abe289b	0	45	0	20	0	0	0	0	0	0	35	0	0	225	0	44	41	170	111	419
44975f4be80c562534edffca38613d73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
be6e552b1deb4544e20a3ff49577ce7b	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	118	0	0	0
30fc4b27b0166206f0fe79a79e86aa8e	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	193	0	0	0
dc319cf2bd5065b4efcb8026fb5aeacd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	33	0
587608fca3fdc737018be4531f4fbe80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	41	0	0	0	0
496001947f9d29081a228ee74ee0e2ec	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0
1022625f50664466f3f838919a566dad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	145	0	0
a536dc217446964627f6b33cdf724d61	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	14	60	690	47	0
c54feaed94b53803cf5bad847674d8b2	0	0	0	79	0	0	0	0	0	0	0	0	0	1358	0	1001	0	0	0	0
6dcc63d099a818e8e7fafc6e3174d7d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
5b076d912ea642c8d199aa72d2828706	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0
b9e08e69e11a96cdd84b926d14c3ad4c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4b0728eafc19e8e712a7483e055fa79a	0	7	0	0	0	0	0	0	0	0	29	0	0	0	7	18	27	26	13	0
39c689289208bcf9c5d7a71f2254db3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	34	0
1b20aa1f9341a8aa9ff1707ec1464090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77d2373134806bae7e007696b85eeaf5	15	122	0	0	0	0	0	0	0	0	111	0	0	0	0	117	0	0	97	0
e59c2da7c5b0964e406b36b6a51977b3	0	9	0	0	0	0	0	0	0	0	18	0	0	26	0	0	0	0	0	73
09c25852892900d095dffc4ed4f0c7b7	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	83	0	0	0	0
8e178c67cbff9ba7385ce633fe3c742f	0	0	0	51	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0
2220bd46b69ee6ca1b113fde86363909	9	38	15	0	0	0	0	0	0	0	38	53	8	0	43	817	0	0	75	0
3c6ef8f4da041564c9f2a9c15f9cf4cf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
499eec271fc240cb6c2c58a4671fc2e8	0	0	0	15	0	0	0	0	0	0	3	20	16	147	0	27	51	64	33	38
7aebec4e33650d0ac57fe723a94c2c66	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	39	0	0	0
970aa8462e3c7ba056ee797b32be681b	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	777	0	0	0
36ef618fcc3c053e718da10f33f70dc9	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
f5e16821d8c1ae7d6dca0b0387cc5585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9b034dda96a9675588ca188b3fbf9d2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	46	33
7f24f67e929287751fad84123af6f851	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	41	0	24	0
42f227f65b649d01392c1b07c5314313	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	49	189	111	0	0
073306577f6257f3b1b00983350a5629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
7d274bd0eef7027957b199cf79596971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393
ff3cd4fc20d517126bc22c675985bf43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
b0572543f63bdf0c0bef8bcec5fc20cc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8d235eb84dc8fd29f229f4450a1cc480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
3bbd59c6f6700cd40f6b3c2d0372033d	0	0	0	0	0	0	0	0	0	0	15	0	3	13	0	15	0	133	32	0
8b10729807dce6ee9e58e0f62754b22d	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	79	0	30	73
626b211bc5b767a81baff0e352ac709b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0
bfc637cae3b919ffda6f764368222927	0	0	0	0	0	0	0	0	0	0	17	0	0	16	0	0	0	0	0	0
a625086ae2d4cb64aea4bd3bc3b9b5dd	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0
7299d956d5784c631b67b6f557e151fc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
