q,Site1,Site2,DT,Non_lethal,Turnover
1,Sg.M.R.3.16S,Sg.M.H.5.16S,Rectum,Feces,0.642999472
1,Sg.M.R.4.16S,Sg.M.H.5.16S,Rectum,Feces,0.915178858
1,Sg.M.R.5.16S,Sg.M.H.5.16S,Rectum,Feces,0.076559946
1,Sg.M.R.6.16S,Sg.M.H.5.16S,Rectum,Feces,0.497626181
1,Sg.M.R.7.16S,Sg.M.H.5.16S,Rectum,Feces,0.66932498
1,Sg.M.R.8.16S,Sg.M.H.5.16S,Rectum,Feces,0.531529677
1,Sg.M.R.9.16S,Sg.M.H.5.16S,Rectum,Feces,0.721136985
1,Sg.M.I.1.16S,Sg.M.H.6.16S,Small intestine,Feces,0.661216785
1,Sg.M.I.10.16S,Sg.M.H.6.16S,Small intestine,Feces,0.611923646
1,Sg.M.I.2.16S,Sg.M.H.6.16S,Small intestine,Feces,0.602637307
1,Sg.M.I.3.16S,Sg.M.H.6.16S,Small intestine,Feces,0.516475335
1,Sg.M.I.4.16S,Sg.M.H.6.16S,Small intestine,Feces,0.976868414
1,Sg.M.I.5.16S,Sg.M.H.6.16S,Small intestine,Feces,0.479258235
1,Sg.M.I.6.16S,Sg.M.H.6.16S,Small intestine,Feces,0.614043161
1,Sg.M.I.7.16S,Sg.M.H.6.16S,Small intestine,Feces,0.609574831
1,Sg.M.I.8.16S,Sg.M.H.6.16S,Small intestine,Feces,0.913800605
1,Sg.M.I.9.16S,Sg.M.H.6.16S,Small intestine,Feces,0.563381289
1,Sg.M.R.1.16S,Sg.M.H.6.16S,Rectum,Feces,0.649982872
1,Sg.M.R.10.16S,Sg.M.H.6.16S,Rectum,Feces,0.596275375
1,Sg.M.R.2.16S,Sg.M.H.6.16S,Rectum,Feces,0.467664237
1,Sg.M.R.3.16S,Sg.M.H.6.16S,Rectum,Feces,0.54195804
1,Sg.M.R.4.16S,Sg.M.H.6.16S,Rectum,Feces,0.870063593
1,Sg.M.R.5.16S,Sg.M.H.6.16S,Rectum,Feces,0.475667871
1,Sg.M.R.6.16S,Sg.M.H.6.16S,Rectum,Feces,0.070199012
1,Sg.M.R.7.16S,Sg.M.H.6.16S,Rectum,Feces,0.605803407
1,Sg.M.R.8.16S,Sg.M.H.6.16S,Rectum,Feces,0.446440167
1,Sg.M.R.9.16S,Sg.M.H.6.16S,Rectum,Feces,0.574826547
1,Sg.M.I.1.16S,Sg.M.H.7.16S,Small intestine,Feces,0.782422622
1,Sg.M.I.10.16S,Sg.M.H.7.16S,Small intestine,Feces,0.64246946
1,Sg.M.I.2.16S,Sg.M.H.7.16S,Small intestine,Feces,0.742245933
1,Sg.M.I.3.16S,Sg.M.H.7.16S,Small intestine,Feces,0.686274807
1,Sg.M.I.4.16S,Sg.M.H.7.16S,Small intestine,Feces,0.987712114
1,Sg.M.I.5.16S,Sg.M.H.7.16S,Small intestine,Feces,0.644317652
1,Sg.M.I.6.16S,Sg.M.H.7.16S,Small intestine,Feces,0.70400856
1,Sg.M.I.7.16S,Sg.M.H.7.16S,Small intestine,Feces,0.092869305
1,Sg.M.I.8.16S,Sg.M.H.7.16S,Small intestine,Feces,0.909774568
1,Sg.M.I.9.16S,Sg.M.H.7.16S,Small intestine,Feces,0.697735782
1,Sg.M.R.1.16S,Sg.M.H.7.16S,Rectum,Feces,0.594491492
1,Sg.M.R.10.16S,Sg.M.H.7.16S,Rectum,Feces,0.668250103
1,Sg.M.R.2.16S,Sg.M.H.7.16S,Rectum,Feces,0.589491236
1,Sg.M.R.3.16S,Sg.M.H.7.16S,Rectum,Feces,0.605365067
1,Sg.M.R.4.16S,Sg.M.H.7.16S,Rectum,Feces,0.930077642
1,Sg.M.R.5.16S,Sg.M.H.7.16S,Rectum,Feces,0.634337764
1,Sg.M.R.6.16S,Sg.M.H.7.16S,Rectum,Feces,0.580689914
1,Sg.M.R.7.16S,Sg.M.H.7.16S,Rectum,Feces,0.077822776
1,Sg.M.R.8.16S,Sg.M.H.7.16S,Rectum,Feces,0.558926848
1,Sg.M.R.9.16S,Sg.M.H.7.16S,Rectum,Feces,0.703464762
1,Sg.M.I.1.16S,Sg.M.H.8.16S,Small intestine,Feces,0.762096152
1,Sg.M.I.10.16S,Sg.M.H.8.16S,Small intestine,Feces,0.601293116
1,Sg.M.I.2.16S,Sg.M.H.8.16S,Small intestine,Feces,0.694459082
1,Sg.M.I.3.16S,Sg.M.H.8.16S,Small intestine,Feces,0.622793494
1,Sg.M.I.4.16S,Sg.M.H.8.16S,Small intestine,Feces,0.980328516
1,Sg.M.I.5.16S,Sg.M.H.8.16S,Small intestine,Feces,0.537225878
1,Sg.M.I.6.16S,Sg.M.H.8.16S,Small intestine,Feces,0.647212604
1,Sg.M.I.7.16S,Sg.M.H.8.16S,Small intestine,Feces,0.47697529
1,Sg.M.I.8.16S,Sg.M.H.8.16S,Small intestine,Feces,0.91415855
1,Sg.M.I.9.16S,Sg.M.H.8.16S,Small intestine,Feces,0.635375873
1,Sg.M.R.1.16S,Sg.M.H.8.16S,Rectum,Feces,0.582936827
1,Sg.M.R.10.16S,Sg.M.H.8.16S,Rectum,Feces,0.607516751
1,Sg.M.R.2.16S,Sg.M.H.8.16S,Rectum,Feces,0.531561497
1,Sg.M.R.3.16S,Sg.M.H.8.16S,Rectum,Feces,0.587529157
1,Sg.M.R.4.16S,Sg.M.H.8.16S,Rectum,Feces,0.724432376
1,Sg.M.R.5.16S,Sg.M.H.8.16S,Rectum,Feces,0.515055058
1,Sg.M.R.6.16S,Sg.M.H.8.16S,Rectum,Feces,0.436866912
1,Sg.M.R.7.16S,Sg.M.H.8.16S,Rectum,Feces,0.475233179
1,Sg.M.R.8.16S,Sg.M.H.8.16S,Rectum,Feces,0.112794546
1,Sg.M.R.9.16S,Sg.M.H.8.16S,Rectum,Feces,0.637482486
1,Sg.M.I.1.16S,Sg.M.H.9.16S,Small intestine,Feces,0.764879311
1,Sg.M.I.10.16S,Sg.M.H.9.16S,Small intestine,Feces,0.625622176
1,Sg.M.I.2.16S,Sg.M.H.9.16S,Small intestine,Feces,0.734764094
1,Sg.M.I.3.16S,Sg.M.H.9.16S,Small intestine,Feces,0.678495039
1,Sg.M.I.4.16S,Sg.M.H.9.16S,Small intestine,Feces,0.974532903
1,Sg.M.I.5.16S,Sg.M.H.9.16S,Small intestine,Feces,0.750203519
1,Sg.M.I.6.16S,Sg.M.H.9.16S,Small intestine,Feces,0.661675942
1,Sg.M.I.7.16S,Sg.M.H.9.16S,Small intestine,Feces,0.733658836
1,Sg.M.I.8.16S,Sg.M.H.9.16S,Small intestine,Feces,0.976852917
1,Sg.M.I.9.16S,Sg.M.H.9.16S,Small intestine,Feces,0.108958584
1,Sg.M.R.1.16S,Sg.M.H.9.16S,Rectum,Feces,0.704566743
1,Sg.M.R.10.16S,Sg.M.H.9.16S,Rectum,Feces,0.65606651
1,Sg.M.R.2.16S,Sg.M.H.9.16S,Rectum,Feces,0.589211969
1,Sg.M.R.3.16S,Sg.M.H.9.16S,Rectum,Feces,0.607301941
1,Sg.M.R.4.16S,Sg.M.H.9.16S,Rectum,Feces,0.758356516
1,Sg.M.R.5.16S,Sg.M.H.9.16S,Rectum,Feces,0.738515547
1,Sg.M.R.6.16S,Sg.M.H.9.16S,Rectum,Feces,0.574529983
1,Sg.M.R.7.16S,Sg.M.H.9.16S,Rectum,Feces,0.739058553
1,Sg.M.R.8.16S,Sg.M.H.9.16S,Rectum,Feces,0.646868026
1,Sg.M.R.9.16S,Sg.M.H.9.16S,Rectum,Feces,0.104748064
1,Sg.M.I.1.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.513168533
1,Sg.M.I.10.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.937687078
1,Sg.M.I.2.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.542536926
1,Sg.M.I.3.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.614999198
1,Sg.M.I.4.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.992335747
1,Sg.M.I.5.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.913269038
1,Sg.M.I.6.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.935617885
1,Sg.M.I.7.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.938304187
1,Sg.M.I.8.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.985590779
1,Sg.M.I.9.16S,Sg.M.HC.1.16S,Small intestine,Cloaca,0.934323939
1,Sg.M.R.1.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.797983697
1,Sg.M.R.10.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.936003774
1,Sg.M.R.2.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.883504544
1,Sg.M.R.3.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.92990955
1,Sg.M.R.4.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.979176628
1,Sg.M.R.5.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.916853805
1,Sg.M.R.6.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.929880251
1,Sg.M.R.7.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.935812434
1,Sg.M.R.8.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.92777832
1,Sg.M.R.9.16S,Sg.M.HC.1.16S,Rectum,Cloaca,0.933834062
1,Sg.M.I.1.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.739630634
1,Sg.M.I.10.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.383069418
1,Sg.M.I.2.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.76379282
1,Sg.M.I.3.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.783682898
1,Sg.M.I.4.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.931470628
1,Sg.M.I.5.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.727054305
1,Sg.M.I.6.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.364462919
1,Sg.M.I.7.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.817343869
1,Sg.M.I.8.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.916424105
1,Sg.M.I.9.16S,Sg.M.HC.10.16S,Small intestine,Cloaca,0.708385875
1,Sg.M.R.1.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.778192261
1,Sg.M.R.10.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.381744444
1,Sg.M.R.2.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.749292751
1,Sg.M.R.3.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.704828977
1,Sg.M.R.4.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.383975726
1,Sg.M.R.5.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.707619379
1,Sg.M.R.6.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.725203942
1,Sg.M.R.7.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.848740309
1,Sg.M.R.8.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.712136003
1,Sg.M.R.9.16S,Sg.M.HC.10.16S,Rectum,Cloaca,0.713066741
1,Sg.M.I.1.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.395538767
1,Sg.M.I.10.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.617105432
1,Sg.M.I.2.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.354667529
1,Sg.M.I.3.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.464447965
1,Sg.M.I.4.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.98651536
1,Sg.M.I.5.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.629022545
1,Sg.M.I.6.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.639858914
1,Sg.M.I.7.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.596045169
1,Sg.M.I.8.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.945746944
1,Sg.M.I.9.16S,Sg.M.HC.2.16S,Small intestine,Cloaca,0.650747801
1,Sg.M.R.1.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.093785582
1,Sg.M.R.10.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.606603077
1,Sg.M.R.2.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.545355419
1,Sg.M.R.3.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.596895236
1,Sg.M.R.4.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.942238608
1,Sg.M.R.5.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.626358298
1,Sg.M.R.6.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.604441015
1,Sg.M.R.7.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.586810287
1,Sg.M.R.8.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.57044012
1,Sg.M.R.9.16S,Sg.M.HC.2.16S,Rectum,Cloaca,0.656166882
1,Sg.M.I.1.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.864877024
1,Sg.M.I.10.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.874195361
1,Sg.M.I.2.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.743834509
1,Sg.M.I.3.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.652412376
1,Sg.M.I.4.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.936280332
1,Sg.M.I.5.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.815122432
1,Sg.M.I.6.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.88953881
1,Sg.M.I.7.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.795337344
1,Sg.M.I.8.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.913705646
1,Sg.M.I.9.16S,Sg.M.HC.3.16S,Small intestine,Cloaca,0.847824367
1,Sg.M.R.1.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.845426527
1,Sg.M.R.10.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.871099892
1,Sg.M.R.2.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.646325573
1,Sg.M.R.3.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.785780783
1,Sg.M.R.4.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.882812174
1,Sg.M.R.5.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.81921401
1,Sg.M.R.6.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.782653583
1,Sg.M.R.7.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.808600789
1,Sg.M.R.8.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.837430119
1,Sg.M.R.9.16S,Sg.M.HC.3.16S,Rectum,Cloaca,0.849900909
1,Sg.M.I.1.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.899370936
1,Sg.M.I.10.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,1
1,Sg.M.I.2.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.919479223
1,Sg.M.I.3.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.929506004
1,Sg.M.I.4.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.976526632
1,Sg.M.I.5.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.968893644
1,Sg.M.I.6.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.994123959
1,Sg.M.I.7.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.945676465
1,Sg.M.I.8.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.993865509
1,Sg.M.I.9.16S,Sg.M.HC.4.16S,Small intestine,Cloaca,0.900099771
1,Sg.M.R.1.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.956043928
1,Sg.M.R.10.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.995048661
1,Sg.M.R.2.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.971407208
1,Sg.M.R.3.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.959808451
1,Sg.M.R.4.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.100295584
1,Sg.M.R.5.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.96595237
1,Sg.M.R.6.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.918919142
1,Sg.M.R.7.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.983762126
1,Sg.M.R.8.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.909388031
1,Sg.M.R.9.16S,Sg.M.HC.4.16S,Rectum,Cloaca,0.896773996
1,Sg.M.I.1.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.963230388
1,Sg.M.I.10.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.989159085
1,Sg.M.I.2.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.95310992
1,Sg.M.I.3.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.956390759
1,Sg.M.I.4.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.974381931
1,Sg.M.I.5.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.956617694
1,Sg.M.I.6.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.988674029
1,Sg.M.I.7.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.95010508
1,Sg.M.I.8.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.979256938
1,Sg.M.I.9.16S,Sg.M.HC.5.16S,Small intestine,Cloaca,0.905659848
1,Sg.M.R.1.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.975970135
1,Sg.M.R.10.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.988588959
1,Sg.M.R.2.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.967310723
1,Sg.M.R.3.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.952937768
1,Sg.M.R.4.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.207134433
1,Sg.M.R.5.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.95272283
1,Sg.M.R.6.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.899657628
1,Sg.M.R.7.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.975558939
1,Sg.M.R.8.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.895997509
1,Sg.M.R.9.16S,Sg.M.HC.5.16S,Rectum,Cloaca,0.904796401
1,Sg.M.I.1.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.778847393
1,Sg.M.I.10.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.809872952
1,Sg.M.I.2.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.793551326
1,Sg.M.I.3.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.770040589
1,Sg.M.I.4.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.969880862
1,Sg.M.I.5.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.731209016
1,Sg.M.I.6.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.815836047
1,Sg.M.I.7.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.786042692
1,Sg.M.I.8.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.942256513
1,Sg.M.I.9.16S,Sg.M.HC.6.16S,Small intestine,Cloaca,0.715341912
1,Sg.M.R.1.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.830509699
1,Sg.M.R.10.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.816783443
1,Sg.M.R.2.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.697242252
1,Sg.M.R.3.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.73024169
1,Sg.M.R.4.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.348386835
1,Sg.M.R.5.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.72195029
1,Sg.M.R.6.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.394353511
1,Sg.M.R.7.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.80189557
1,Sg.M.R.8.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.619598485
1,Sg.M.R.9.16S,Sg.M.HC.6.16S,Rectum,Cloaca,0.724864205
1,Sg.M.I.1.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,0.982606169
1,Sg.M.I.10.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,1
1,Sg.M.I.2.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,0.984413838
1,Sg.M.I.3.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,0.985598456
1,Sg.M.I.4.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,1
1,Sg.M.I.5.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,1
1,Sg.M.I.6.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,1
1,Sg.M.I.7.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,0.905301145
1,Sg.M.I.8.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,1
1,Sg.M.I.9.16S,Sg.M.HC.7.16S,Small intestine,Cloaca,0.995474257
1,Sg.M.R.1.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.989631617
1,Sg.M.R.10.16S,Sg.M.HC.7.16S,Rectum,Cloaca,1
1,Sg.M.R.2.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.896389784
1,Sg.M.R.3.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.945065977
1,Sg.M.R.4.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.983227206
1,Sg.M.R.5.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.996953879
1,Sg.M.R.6.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.994148071
1,Sg.M.R.7.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.920055463
1,Sg.M.R.8.16S,Sg.M.HC.7.16S,Rectum,Cloaca,1
1,Sg.M.R.9.16S,Sg.M.HC.7.16S,Rectum,Cloaca,0.995201386
1,Sg.M.I.1.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.978984954
1,Sg.M.I.10.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.996051868
1,Sg.M.I.2.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.973103253
1,Sg.M.I.3.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.975155516
1,Sg.M.I.4.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.972777058
1,Sg.M.I.5.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.967527968
1,Sg.M.I.6.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.995926791
1,Sg.M.I.7.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.960864868
1,Sg.M.I.8.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.983322679
1,Sg.M.I.9.16S,Sg.M.HC.8.16S,Small intestine,Cloaca,0.914052507
1,Sg.M.R.1.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.987111594
1,Sg.M.R.10.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.995904961
1,Sg.M.R.2.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.984479592
1,Sg.M.R.3.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.962326016
1,Sg.M.R.4.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.204120776
1,Sg.M.R.5.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.973200461
1,Sg.M.R.6.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.91925795
1,Sg.M.R.7.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.98651567
1,Sg.M.R.8.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.902913492
1,Sg.M.R.9.16S,Sg.M.HC.8.16S,Rectum,Cloaca,0.912670864
1,Sg.M.I.1.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.938304863
1,Sg.M.I.10.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,1
1,Sg.M.I.2.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.940706028
1,Sg.M.I.3.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.946957667
1,Sg.M.I.4.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.974652888
1,Sg.M.I.5.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.971273191
1,Sg.M.I.6.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,1
1,Sg.M.I.7.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.962077743
1,Sg.M.I.8.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.988264984
1,Sg.M.I.9.16S,Sg.M.HC.9.16S,Small intestine,Cloaca,0.904972397
1,Sg.M.R.1.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.971058419
1,Sg.M.R.10.16S,Sg.M.HC.9.16S,Rectum,Cloaca,1
1,Sg.M.R.2.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.984463066
1,Sg.M.R.3.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.971140563
1,Sg.M.R.4.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.138306195
1,Sg.M.R.5.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.966486411
1,Sg.M.R.6.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.920147287
1,Sg.M.R.7.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.990173763
1,Sg.M.R.8.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.906186151
1,Sg.M.R.9.16S,Sg.M.HC.9.16S,Rectum,Cloaca,0.901458092
